nomeProposicao,idProposicao,idProposicaoPrincipal,nomeProposicaoOrigem,tipoProposicao,tema,Ementa,ExplicacaoEmenta,Autor,ideCadastro,ufAutor,partidoAutor,DataApresentacao,RegimeTramitacao,UltimoDespacho,Apreciacao,Indexacao,Situacao,LinkInteiroTeor,apensadas,apensadas_proposicao
PL 5898/2013,583873,"
  ","
  ",Projeto de Lei,Trabalho e Emprego,"Acrescenta dispositivo à Consolidação das Leis do Trabalho, a fim de obrigar as empresas com mais de cinquenta empregados a promover anualmente campanhas de esclarecimento sobre planejamento familiar e prevenção de violência doméstica.","
  ",Rosane Ferreira,160614,PR,PV        ,04/07/2013,"Ordinário (Art. 151, III, RICD)","Às Comissões de Trabalho, de Administração e Serviço Público; Desenvolvimento Econômico, Indústria e Comércio; Seguridade Social e Família e Constituição e Justiça e de Cidadania (Art. 54 RICD) - Art. 24, IIProposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Alteração, Consolidação das Leis do Trabalho (CLT),  empresa, obrigatoriedade, promoção, campanha, planejamento familiar, violência doméstica, mulher, violência contra a mulher.",MESA - Arquivada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1106708,,
PL 5897/2013,583872,"
  ","
  ",Projeto de Lei,"Agricultura, Pecuária, Pesca e Extrativismo",Institui o Fundo Nacional de Apoio à Cultura do Coqueiro-da-baía - FUNDACOCO.,"
  ",Sérgio Brito,73808,BA,PSD       ,04/07/2013,"Ordinário (Art. 151, III, RICD)","Às Comissões de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural; Finanças e Tributação (Mérito e Art. 54, RICD) e Constituição e Justiça e de Cidadania (Art. 54 RICD) - Art. 24, IIProposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Criação, Fundo Nacional de Apoio à Cultura do Coqueiro-da-baía, financiamento, modernização, cultura, coco.",MESA - Arquivada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1110885,,
PL 5900/2013,583945,"
  ",PLS 204/2011,Projeto de Lei,Administração Pública; Direito Penal e Processual Penal,"Altera o art. 1º da Lei nº 8.072, de 25 de julho de 1990 (Lei dos Crimes Hediondos), para prever os delitos de peculato, concussão, excesso de exação, corrupção passiva e corrupção ativa, além de homicídio simples e suas formas qualificadas, como crimes hediondos; e altera os arts. 312, 316, 317 e 333 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), para aumentar a pena dos delitos neles previstos.","
  ",Senado Federal - Pedro Taques,"
  ",MT,PDT       ,05/07/2013,"Urgência (Art. 155, RICD)","Às Comissões de Segurança Pública e Combate ao Crime Organizado e Constituição e Justiça e de Cidadania (Mérito e Art. 54, RICD). Apense-se a este oPL-3760/2004.Proposição Sujeita à Apreciação do PlenárioRegime de Tramitação: Urgência art. 155 RICD",Proposição Sujeita à Apreciação do Plenário,"Alteração, Lei dos Crimes Hediondos, Código Penal, aumento, pena de reclusão, peculato, concussão, excesso de exação, corrupção ativa, corrupção passiva, inclusão, crime hediondo, homicídio simples, homicídio qualificado.  
",PLEN - Pronta para Pauta,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1107064,,"
      "
PL 5896/2013,583801,"
  ","
  ",Projeto de Lei,Administração Pública,"Dispõe sobre o transporte aéreo, no País, de autoridades em aeronaves do Comando da Aeronáutica.","
  ",Chico Alencar,74171,RJ,PSOL      ,04/07/2013,.,"Devolva-se a proposição, com base no artigo 137, § 1º, inciso II, alínea ""b"", do RICD, por contrariar o disposto na Constituição Federal, artigo 84, incisos VI, alínea ""a"", e XIII.Oficie-se ao Autor e, após, publique-se.",.,"Aeronave, Comando da Aeronáutica, critérios, transporte aéreo, autoridade.",MESA - Devolvida ao(à) Autor(a),http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1106571,,
PL 5895/2013,583800,"
  ","
  ",Projeto de Lei,Comunicações,Dispõe sobre separação dos serviços de telefonia e de provisão de acesso a infraestrutura de telecomunicações. ,"Altera a Lei nº 9.472, de 1997. ",Ronaldo Nogueira,163321,RS,PTB       ,04/07/2013,"Ordinário (Art. 151, III, RICD)","Às Comissões de Desenvolvimento Econômico, Indústria e Comércio; Ciência e Tecnologia, Comunicação e Informática e Constituição e Justiça e de Cidadania (Art. 54 RICD) - Art. 24, IIProposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Alteração, Lei Geral das Telecomunicações, cisão, concessionária de serviço de telefonia, separação, prestação de serviço, serviço telefônico, operação, infraestrutura, telecomunicações, prazo indeterminado, concessão, dispensa de licitação, continuidade, serviço.",MESA - Arquivada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1106570,,
PL 5894/2013,583797,"
  ","
  ",Projeto de Lei,Direito e Justiça,"Altera a Lei nº 8.935, de 18 de novembro de 1994, para proibir a terceirização do serviço de intimações de protestos de títulos.","
  ",Major Fábio,149327,PB,DEM       ,04/07/2013,"Ordinário (Art. 151, III, RICD)","À Comissão de Constituição e Justiça e de Cidadania (Mérito e Art. 54, RICD) - Art. 24, IIProposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Alteração, Lei dos Cartórios, proibição, terceirização, serviço, intimação, devedor, protesto de título.",MESA - Arquivada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1108162,,
PL 5893/2013,583796,"
  ","
  ",Projeto de Lei,Cidades e Desenvolvimento Urbano,Dispõe sobre a obrigatoriedade de afixação do Certificado de Segurança Veicular no para-brisa do veículo movido a gás natural veicular.,"
  ",Major Fábio,149327,PB,DEM       ,04/07/2013,"Prioridade (Art. 151, II, RICD)",Apense-se à(ao) PL-4637/2004.Proposição Sujeita à Apreciação do PlenárioRegime de Tramitação: Prioridade,Proposição Sujeita à Apreciação do Plenário,"Obrigatoriedade, certificado de Segurança Veicular, veículo, gás natural.",CCJC - Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1106565,,
PL 5892/2013,583775,"
  ","
  ",Projeto de Lei,Cidades e Desenvolvimento Urbano,Regulamenta a cobrança das tarifas dos serviços de guarda de veículo.,"
  ",Márcio Marinho,150418,BA,PRB       ,04/07/2013,"Ordinário (Art. 151, III, RICD)","Às Comissões de Defesa do Consumidor; Desenvolvimento Econômico, Indústria e Comércio e Constituição e Justiça e de Cidadania (Art. 54 RICD) Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Preço, tarifa, cobrança, serviço, estacionamento, automóvel.",MESA - Retirado pelo(a) Autor(a),http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1106312,,
PL 5891/2013,583763,"
  ","
  ",Projeto de Lei,"Direito e Defesa do Consumidor; Indústria, Comércio e Serviços","Acrescenta o inciso XVII ao art. 51 da Lei nº 8.078, de 11 de setembro de 1990, ""que dispõe sobre a proteção do consumidor e dá outras providências"", para configurar como abusivas as cláusulas contratuais que permitam a cobrança de tarifas de abertura de crédito ou de emissão de boletos.","
  ",Beto Albuquerque,73478,RS,PSB       ,04/07/2013,"Prioridade (Art. 151, II, RICD)",Apense-se à(ao) PL-1586/2011.Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária,Proposição Sujeita à Apreciação do Plenário,"Alteração, Código de Defesa do Consumidor, cláusula abusiva, cláusula contratual, consumidor, pagamento, abertura de crédito, emissão, boleto bancário, fatura, carnê.",CCJC - Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1106296,,
PL 5890/2013,583589,"
  ","
  ",Projeto de Lei,"Viação, Transporte e Mobilidade","Altera os arts. 140 e 148 da Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para fins de emissão de permissão às pessoas maiores de 16 anos para dirigir veículos automotores e elétricos. ","
  ",Hugo Napoleão,160974,PI,PSD       ,03/07/2013,"Ordinário (Art. 151, III, RICD)",Apense-se ao PL-571/2011.Proposição Sujeita à Apreciação do PlenárioRegime de Tramitação: Ordinária,Proposição Sujeita à Apreciação do Plenário,"Alteração, Código de Trânsito Brasileiro, motorista, menor, limite de idade, permissão para dirigir, veículo automotor, veículo elétrico, responsabilidade solidária, pai, responsável legal.",CPASF - Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1106065,,
PL 5889/2013,583436,"
  ","
  ",Projeto de Lei,"Viação, Transporte e Mobilidade","Altera a Lei nº 12.587, de 3 de janeiro de 2012, para estabelecer a obrigatoriedade de as empresas prestadoras de serviços de transporte público coletivo rodoviário de passageiros adotarem a forma de sociedade anônima.","
  ",Rodrigo Maia,74693,RJ,DEM       ,03/07/2013,"Ordinário (Art. 151, III, RICD)","Às Comissões de Desenvolvimento Econômico, Indústria e Comércio; Viação e Transportes e Constituição e Justiça e de Cidadania (Art. 54 RICD) Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Alteração, Lei da Política Nacional de Mobilidade Urbana, empresa de transporte rodoviário, transporte público coletivo, transporte de passageiro, obrigatoriedade, sociedade anônima.",MESA - Arquivada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1105849,,
PL 5888/2013,583404,"
  ","
  ",Projeto de Lei,"Direitos Humanos e Minorias; Viação, Transporte e Mobilidade","Institui o Programa Nacional Social de Habilitação Profissional de Condutores de Veículos, para dispor sobre a obtenção gratuita da carteira nacional de habilitação por pessoas de baixa renda com recursos do Fundo Nacional de Segurança e Educação de Trânsito - FUNSET.","Altera  a Lei nº 9.503, de 1997.",Alexandre Toledo,169712,AL,PSDB      ,03/07/2013,"Ordinário (Art. 151, III, RICD)","Às Comissões de Viação e Transportes; Finanças e Tributação (Art. 54 RICD) e Constituição e Justiça e de Cidadania (Art. 54 RICD) - Art. 24, IIProposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Alteração, Código de Trânsito Brasileiro, Criação, Programa Nacional Social de Habilitação Profissional de Condutores de Veículos, gratuidade, obtenção, Carteira Nacional de Habilitação (CNH), pessoa, baixa renda.",MESA - Arquivada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1105796,,"
      "
PL 5887/2013,583403,"
  ","
  ",Projeto de Lei,Cidades e Desenvolvimento Urbano,"Acrescenta os incisos IX, X, XI e XII ao § 1º do art. 29, da Lei nº 11.445, de 05 de janeiro de 2007, que ""Estabelece diretrizes nacionais para o saneamento básico; altera as Leis nºs 6.766, de 19 de dezembro de 1979, 8.036, de 11 de maio de 1990, 8.666, de 21 de junho de 1993, 8.987, de 13 de fevereiro de 1995; revoga a Lei nº 6.528, de 11 de maio de 1978; e dá outras providências"", com o objetivo de proibir a cobrança de taxas ou tarifas e outros preços públicos da população, enquanto não forem finalizados os serviços de infraestrutura e instalações operacionais e o saneamento básico respectivo estiver efetivamente sendo prestado à população.","
  ",Carlos Souza,73934,AM,PSD       ,03/07/2013,"Ordinário (Art. 151, III, RICD)",Apense-se à(ao) PL-5839/2013.Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária,Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Alteração, Lei de Saneamento Básico, proibição, cobrança, taxa, tarifa, inexistência, infraestrutura, funcionamento, saneamento básico.",MESA - Arquivada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1105795,,
PL 5886/2013,583359,"
  ","
  ",Projeto de Lei,Trabalho e Emprego,"Altera o art. 18 da Lei nº 8.036, de 11 de maio de 1990, que dispõe sobre o Fundo de Garantia do Tempo de Serviço.","
  ",André Figueiredo,133439,CE,PDT       ,03/07/2013,"Ordinário (Art. 151, III, RICD)","Às Comissões de Trabalho, de Administração e Serviço Público e Constituição e Justiça e de Cidadania (Art. 54 RICD). Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II. Regime de Tramitação: Ordinária",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Alteração, Lei do FGTS, aumento, percentual, valor, recebimento, trabalhador, demissão sem justa causa.",MESA - Retirado pelo(a) Autor(a),http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1105729,,
PL 5885/2013,583349,"
  ","
  ",Projeto de Lei,Direitos Humanos e Minorias,Acrescenta § 3º ao art. 3º da Lei nº 10.559 de 13 de novembro de 2002. ,"
  ",Félix Mendonça Júnior,160666,BA,PDT       ,03/07/2013,"Ordinário (Art. 151, III, RICD)","Às Comissões de Finanças e Tributação (Art. 54 RICD) e Constituição e Justiça e de Cidadania (Mérito e Art. 54, RICD) - Art. 24, IIProposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Alteração, Regime do Anistiado Político, declaração, condição, anistiado político, artista, censura.",MESA - Retirado pelo(a) Autor(a),http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1105711,,
PL 5884/2013,583332,"
  ","
  ",Projeto de Lei,Direitos Humanos e Minorias,Dispõe sobre a gratuidade da tarifa de pedágio nas vias rodoviárias federais aos maiores de sessenta e cinco anos,"
  ",Jefferson Campos,74273,SP,PSD       ,03/07/2013,"Prioridade (Art. 151, II, RICD)","Devido ao arquivamento do PL 6379/2002 nos termos do art. 105 do RICD, desapense-se do PL 6379/2002 o PL 3068/2004, o PL 4287/2008, o PL 6775/2010, o PL 7900/2010, o PL 5357/2013, o PL 5884/2013, o PL 594/2019 e o PL 1227/2020, e, em seguida, apense-os ao PL 7369/2014.",Proposição Sujeita à Apreciação do Plenário,"Idoso, gratuidade, pedágio, rodovia federal.",CCJC - Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1105683,,
PL 5883/2013,583326,"
  ","
  ",Projeto de Lei,Saúde,"Altera o art. 1º da Lei nº 11.265, de 3 de janeiro de 2006, para dispor sobre a redução do teor de açúcares nos alimentos destinados a crianças. ","
  ",Fábio Souto,74062,BA,DEM       ,03/07/2013,"Ordinário (Art. 151, III, RICD)",Apense-se à(ao) PL-1234/2007.Proposição Sujeita à Apreciação do PlenárioRegime de Tramitação: Ordinária,Proposição Sujeita à Apreciação do Plenário,"Alteração, Lei de Produtos para Lactentes e Crianças, redução, carboidrato, alimento infantil, lactente, criança, primeira infância.",CCJC - Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1105672,,"
      "
PL 5882/2013,583324,"
  ","
  ",Projeto de Lei,Direitos Humanos e Minorias,Dispõe sobre o Programa Auxílio  Idosos e dá outras providências.,"Pagamento de auxílio no valor de R$ 306,00 (trezentos e seis reais).",Fábio Souto,74062,BA,DEM       ,03/07/2013,"Ordinário (Art. 151, III, RICD)",Apense-se à(ao) PL-723/2011.Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária,Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Criação, Programa Auxílio Idoso, pagamento, benefício, idoso.",CPASF - Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1105668,,
PL 5881/2013,583321,"
  ","
  ",Projeto de Lei,"Indústria, Comércio e Serviços","Autoriza a inscrição de litisconsorte passivo, em ação de cobrança ou execução judicial de título, em banco de dados de devedores ou cadastro de proteção ao crédito, nas condições que especifica. ","
  ",Major Fábio,149327,PB,DEM       ,03/07/2013,"Ordinário (Art. 151, III, RICD)","Às Comissões de Defesa do Consumidor e Constituição e Justiça e de Cidadania (Art. 54 RICD) - Art. 24, IIProposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Autorização, inscrição, litisconsórcio passivo, cobrança judicial, execução judicial, banco de dados, cadastro, devedor, proteção, crédito.",MESA - Arquivada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1105662,,
PL 5880/2013,583320,"
  ","
  ",Projeto de Lei,Saúde,Estabelece a obrigatoriedade de os serviços de saúde integrantes do Sistema Único de Saúde a dispor de aparelhos de medição da pressão arterial infantil.,"
  ",Major Fábio,149327,PB,DEM       ,03/07/2013,"Ordinário (Art. 151, III, RICD)",Às Comissões de Seguridade Social e Família; Finanças e Tributação (Art. 54 RICD) e Constituição e Justiça e de Cidadania (Art. 54 RICD).Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária,Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Obrigatoriedade, Sistema Único de Saúde (SUS), disponibilização, aparelho, medição, pressão arterial, criança.",MESA - Arquivada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1105659,,
PL 5879/2013,583319,"
  ","
  ",Projeto de Lei,Direito e Defesa do Consumidor,"Estabelece desconto de um trinta avos sobre o valor da tarifa mínima mensal do serviço de água e esgoto, por dia de falta de fornecimento de água.","
  ",Major Fábio,149327,PB,DEM       ,03/07/2013,"Ordinário (Art. 151, III, RICD)",Apense-se à(ao) PL-4485/2012.Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária,Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Valor, percentual, desconto, tarifa, abastecimento de água, esgoto, proporcionalidade, dia, falta, fornecimento.",MESA - Arquivada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1105658,,
PL 5878/2013,583218,"
  ","
  ",Projeto de Lei,Trabalho e Emprego,"Altera a Lei nº 4.749, de 12 de agosto de 1965, que dispõe sobre a gratificação natalina, instituída pela Lei nº 4.090, de 13 de julho de 1962.",Autoriza o empregado requerer o pagamento do décimo terceiro salário na data do seu aniversário.,João Paulo Lima,160549,PE,PT        ,03/07/2013,"Ordinário (Art. 151, III, RICD)","Às Comissões de Trabalho, de Administração e Serviço Público e Constituição e Justiça e de Cidadania (Art. 54 RICD) - Art. 24, IIProposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Alteração, Lei Federal, requerimento, empregado, pagamento, décimo terceiro salário, data, aniversário",MESA - Arquivada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1105519,,
PL 5877/2013,583126,"
  ","
  ",Projeto de Lei,Comunicações; Direito e Defesa do Consumidor,"Acrescenta dispositivo à Lei nº 9.472, de 16 de julho de 1997, para obrigar as prestadoras de serviços de telecomunicações a fornecerem informações aos clientes sobre os serviços utilizados em qualquer período.","
  ",Márcio França,141497,SP,PSB       ,03/07/2013,"Prioridade (Art. 151, II, RICD)","Devido ao arquivamento do PL 4239/2001 nos termos do art. 105 do RICD, desapense-se do PL 4239/2001 o PL 1766/2007 e o PL 5877/2013, e, em seguida, apense-os ao PL 6042/2013.",Proposição Sujeita à Apreciação do Plenário,"Alteração, Lei Geral das Telecomunicações, obrigatoriedade, prestador de serviço, telecomunicações, telefonia, Internet, televisão por assinatura, fornecimento, informação, serviço, cobrança.",CCJC - Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1105398,,"
      "
PL 5875/2013,582806,"
  ",PLS 342/2012,Projeto de Lei,Saúde,"Acrescenta art. 47-A à Lei nº 8.080, de 19 de setembro de 1990, para determinar a criação do cartão de identificação do usuário do Sistema Único de Saúde (SUS).","
  ",Senado Federal - Renan Calheiros,"
  ",AL,PMDB      ,02/07/2013,"Prioridade (Art. 151, II, RICD)","Defiro o Requerimento n. 451/2023, nos termos do art. 141 do RICD. Assim, revejo o despacho inicial aposto ao Projeto de Lei n. 5.875/2013, cabeça do bloco do qual o Projeto de Lei n. 3.814/2020 faz parte, para incluir o exame de mérito das Comissões de Ciência, Tecnologia e Inovação e de Finanças e Tributação, bem como o exame de adequação financeira e orçamentária pela Comissão de Finanças e Tributação. Por fim, tendo em vista a edição da Resolução da Câmara dos Deputados n. 1, de 2023, esclareço que compete à Comissão de Saúde examinar o mérito da proposição em substituição à Comissão de Seguridade Social e Família. Publique-se.

[ATUALIZAÇÃO DO DESPACHO DO PL n. 5.875/2013: CCTI, CSAUDE, CFT (mérito e art. 54 do RICD) e CCJC (art. 54 do RICD). Proposição sujeita à apreciação do Plenário. Regime de Tramitação: Prioridade (art. 151, II, do RICD)].",Proposição Sujeita à Apreciação do Plenário,"Alteração, Lei Orgânica da Saúde, usuário, Sistema Único de Saúde (SUS), identificação, dados, informação, paciente, atendimento, território nacional.",CSAUDE - Aguardando Parecer,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1104986,,"
      "
PL 5876/2013,582843,"
  ","
  ",Projeto de Lei,Direitos Humanos e Minorias,Acrescenta parágrafo ao art. 179 do Estatuto da Criança e do Adolescente.,"Altera a Lei nº 8.069, de 1990.",Luiza Erundina,74784,SP,PSB       ,03/07/2013,"Ordinário (Art. 151, III, RICD)","Às Comissões de Seguridade Social e Família e Constituição e Justiça e de Cidadania (Mérito e Art. 54, RICD) - Art. 24, IIProposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Alteração, Estatuto da Criança e Adolescente, apuração, ato infracional, oitiva, adolescente, presença, advogado.",CCJC - Aguardando Designação - Aguardando Devolução de Relator(a) que deixou de ser Membro,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1105064,,
PL 5874/2013,582769,"
  ","
  ",Projeto de Lei,Administração Pública,"Altera a Lei nº 8.666, de 21 de junho de 1993, para adequar os percentuais de alteração admitidos nos contratos. ","
  ",Augusto Carvalho,73655,DF,PPS       ,02/07/2013,"Urgência (Art. 154, RICD)",Apense-se à(ao) PL-2890/2000.Proposição Sujeita à Apreciação do PlenárioRegime de Tramitação: Prioridade,Proposição Sujeita à Apreciação do Plenário,"Alteração, Lei das Licitações, obra, serviço, compra, reforma, edificio, valor, atualização, percentual, contrato, acréscimo, supressão. ",MESA - Arquivada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1104906,,
PL 5873/2013,582720,"
  ","
  ",Projeto de Lei,Finanças Públicas e Orçamento,"Modifica o art. 8º da Lei nº 9.250, de 26 de dezembro de 1995, que ""altera a legislação do imposto de renda das pessoas físicas e dá outras providências"", para possibilitar a dedução de metade das despesas com instrução da base de cálculo do imposto de renda das pessoas físicas.","
  ",Anderson Ferreira,160551,PE,PR        ,02/07/2013,"Prioridade (Art. 151, II, RICD)",Apense-se à(ao) PL-6552/2006.Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária,Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Alteração,Legislação Tributária  Federal, Imposto sobre a Renda da Pessoa Física (IRPF), dedução, percentual, despesa,  educação, tributação, benefício fiscal. ",CFT - Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1104836,,
PL 5872/2013,582680,"
  ","
  ",Projeto de Lei,"Agricultura, Pecuária, Pesca e Extrativismo; Finanças Públicas e Orçamento",Suspende a incidência da Contribuição para o PIS/Pasep e da COFINS sobre a receita decorrente das vendas de rações utilizadas na criação aquática.,"
  ",Vander Loubet,74376,MS,PT        ,02/07/2013,"Ordinário (Art. 151, III, RICD)","Às Comissões de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural; Finanças e Tributação (Mérito e Art. 54, RICD) e Constituição e Justiça e de Cidadania (Art. 54 RICD) - Art. 24, IIProposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Exoneração  tributária, suspensão, pagamento, Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público (Contribuição PIS-Pasep), Contribuição para Financiamento da Seguridade Social (Cofins), receita bruta, venda, mercado interno, Tabela de Incidência do Imposto sobre Produtos Industrializados (Tipi), ração animal, peixe, tributação, benefício fiscal.",CFT - Aguardando Designação de Relator(a),http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1104773,,
PL 5871/2013,582626,"
  ","
  ",Projeto de Lei,"Viação, Transporte e Mobilidade","Altera o art. 263 da Lei nº 9.503, de 23 de setembro de 1997, para dispor sobre a cassação da Carteira Nacional de Habilitação.","
  ",Rosane Ferreira,160614,PR,PV        ,02/07/2013,"Prioridade (Art. 151, II, RICD)",Apense-se este ao PL 7032/2014.,Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Alteração, Código de Trânsito Brasileiro, penalidade, critérios, cassação, Carteira Nacional de Habilitação (CNH).",CCJC - Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1104653,,
PL 5870/2013,582624,"
  ","
  ",Projeto de Lei,"Defesa e Segurança; Viação, Transporte e Mobilidade","Acrescenta dispositivo à Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro",Estabelece que o motorista preso em flagrante por contrabando ou descaminho terá suspenso o direito de dirigir e a carteira de motorista recolhida.,Fabio Trad,160587,MS,PMDB      ,02/07/2013,.,"Devolva-se a presente proposição, tendo em vista já se encontrar em tramitação na Casa proposição de idêntico teor de autoria do mesmo parlamentar (PL-5756/2013). Oficie-se e, após, publique-se.",.,"Alteração, Código de Trânsito Brasileiro, recolhimento, Carteira Nacional de Habilitação (CNH), suspensão, direito de dirigir, motorista, prisão em flagrante, crime, contrabando, descaminho.",MESA - Devolvida ao(à) Autor(a),http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1104650,,
PL 5869/2013,582623,"
  ","
  ",Projeto de Lei,Direito Civil e Processual Civil,"Altera o parágrafo único do art. 26 da Lei nº 8.245, de 18 de outubro de 1991, de modo a determinar o abatimento do valor do aluguel pelo tempo que durar a reforma do imóvel.","
  ",Vanderlei Siraque,167617,SP,PT        ,02/07/2013,"Ordinário (Art. 151, III, RICD)","À Comissão de Constituição e Justiça e de Cidadania (Mérito e Art. 54, RICD).Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Alteração, Lei do Inquilinato, abatimento, aluguel, reforma, imóvel.",MESA - Arquivada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1104648,,
