nomeProposicao,idProposicao,idProposicaoPrincipal,nomeProposicaoOrigem,tipoProposicao,tema,Ementa,ExplicacaoEmenta,Autor,ideCadastro,ufAutor,partidoAutor,DataApresentacao,RegimeTramitacao,UltimoDespacho,Apreciacao,Indexacao,Situacao,LinkInteiroTeor,apensadas,apensadas_proposicao
PL 6632/2013,598051,"
  ","
  ",Projeto de Lei,Administração Pública,"Altera o Decreto-Lei nº 667/69, que Reorganiza as Polícias Militares e os Corpos de Bombeiros Militares dos Estados e do Distrito Federal, e dá outras providências.","
  ",William Dib,160586,SP,PSDB      ,23/10/2013,"Ordinário (Art. 151, III, RICD)","Às Comissões de Trabalho, de Administração e Serviço Público; Segurança Pública e Combate ao Crime Organizado e Constituição e Justiça e de Cidadania (Art. 54 RICD) - Art. 24, IIProposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Alteração, Lei de Reorganização da Polícia Militar e do Corpo de Bombeiros Militar, condição, ingresso, carreira, polícia militar, bombeiro militar, plano de carreiras e cargos. capacitação profissional.",MESA - Arquivada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1166753,,
PL 6631/2013,598047,"
  ","
  ",Projeto de Lei,Defesa e Segurança,"Estabelece normas para a venda de substâncias inflamáveis em postos de combustíveis diretamente às pessoas, fora do tanque do veículo, e dá outras providências.   ","
  ",Wolney Queiroz,74439,PE,PDT       ,23/10/2013,"Ordinário (Art. 151, III, RICD)","Às Comissões de Segurança Pública e Combate ao Crime Organizado; Minas e Energia e Constituição e Justiça e de Cidadania (Art. 54 RICD) - Art. 24, IIProposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Normas, venda, combustível, posto de gasolina, pessoas, padronização, embalagem, acondicionamento.",MESA - Arquivada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1166741,,
PL 6629/2013,598033,"
  ","
  ",Projeto de Lei,Administração Pública,"Cria, em caráter temporário, as funções de confiança denominadas Funções Comissionadas de Grandes Eventos - FCGE e extingue Funções Comissionadas Técnicas - FCT.","
  ",Poder Executivo,"
  ","
  ","
  ",23/10/2013,"Prioridade (Art. 151, II, RICD)","Às Comissões de Trabalho, de Administração e Serviço Público; Finanças e Tributação (Art. 54 RICD) e Constituição e Justiça e de Cidadania (Art. 54 RICD).Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Prioridade",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Criação, Função de confiança, Secretaria Extraordinária de Segurança para Grandes Eventos, Ministério da Justiça.",MESA - Arquivada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1166711,,
PL 6630/2013,598038,"
  ","
  ",Projeto de Lei,Direito Penal e Processual Penal,"Acrescenta artigo ao Código Penal, tipificando a conduta de divulgar fotos ou vídeos com cena de nudez ou ato sexual sem autorização da vítima e dá outras providências.","Altera o Decreto-lei nº 2.848, de 1940.",Romário,160597,RJ,PSB       ,23/10/2013,"Urgência (Art. 155, RICD)","Apense-se ao PL-5555/2013. Em razão desta apensação, a matéria passa a tramitar sujeita à apreciação do Plenário.Proposição Sujeita à Apreciação do PlenárioRegime de Tramitação: Ordinária",Proposição Sujeita à Apreciação do Plenário,"Alteração, Código Penal, tipicidade, crime, divulgação, imagem, fotografia, vídeo, cena, nudez, sexo, intimidade, Internet,  autorização, vítima, cônjuge, companheiro, indenização, vítima, mulher. ",MESA - Arquivada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1166720,,"
      "
PL 6628/2013,598031,"
  ","
  ",Projeto de Lei,Esporte e Lazer,"Dá nova redação ao §11 do art. 26 da Lei nº 12.663 e acrescenta o §13, para dispor sobre a comprovação da condição de estudante, para efeito da compra dos ingressos de que dispõe esta lei.  ","
  ",Ademir Camilo,133374,MG,PROS      ,23/10/2013,"Prioridade (Art. 151, II, RICD)","Determino a abertura de prazo a que se refere o art. 164, § 2º, do Regimento Interno da Câmara dos Deputados. No caso do transcurso do prazo sem a interposição de recurso, arquive-se o Projeto de Lei n. 6.628/2013. Oficie-se ao autor. Publique-se.",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Alteração, Lei Geral da Copa, obrigatoriedade, apresentação, carteira, estudante, aquisição, ingresso, Copa.",MESA - Arquivada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1166706,,
PL 6626/2013,598006,"
  ",PLS 196/2013,Projeto de Lei,Homenagens e Datas Comemorativas,"Denomina Rodovia Engenheiro Lysímaco Franco Ferreira da Costa o trecho da    BR-277 que se estende de Curitiba a Paranaguá, Rodovia do Café Governador Ney Braga os trechos das rodovias BR-277 e BR-376 entre Curitiba e Nova Londrina e Rodovia General Luiz Carlos Pereira Tourinho o trecho da rodovia BR-369 compreendido entre Londrina e Maringá, todos no Estado do Paraná.","
  ",Senado Federal - Alvaro Dias,"
  ",PR,PSDB      ,23/10/2013,"Prioridade (Art. 151, II, RICD)","Às Comissões de Viação e Transportes; Cultura e Constituição e Justiça e de Cidadania (Art. 54 RICD) - Art. 24, IIProposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Prioridade",Proposição Sujeita à Apreciação do Plenário,"Denominação, rodovia federal, Paraná.",CCJC - Aguardando Designação de Relator(a),http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1166637,,
PL 6627/2013,598016,"
  ","
  ",Projeto de Lei,Direito e Defesa do Consumidor; Educação,"Altera o art. 1º da Lei nº 9.870, de 23 de novembro de 1999, para dispor sobre procedimentos para reajuste do valor das anuidades escolares.","
  ",João Ananias,160574,CE,PCdoB     ,23/10/2013,"Prioridade (Art. 151, II, RICD)",Apense-se à(ao) PL-2521/2011.Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Prioridade,Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Alteração, Lei da Mensalidade Escolar, reajuste, anuidade escolar, variação, Índice Nacional de Preços ao Consumidor (INPC).",CE - Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1166656,,"
      "
PL 6625/2013,598004,"
  ",PLS 321/2012,Projeto de Lei,"Ciência, Tecnologia e Inovação; Finanças Públicas e Orçamento",Dispõe sobre o Sistema de Tratamento Especial a Novas Empresas de Tecnologia (SisTENET) e seu regime tributário diferenciado e dá outras providências.,"
  ",Senado Federal - José Agripino,"
  ",RN,DEM       ,23/10/2013,"Prioridade (Art. 151, II, RICD)","Às Comissões de Ciência e Tecnologia, Comunicação e Informática; Finanças e Tributação (Mérito e Art. 54, RICD) e Constituição e Justiça e de Cidadania (Art. 54 RICD) - Art. 24, IIProposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Prioridade",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Isenção tributária,Tributo federal,Empresa startup, prestação de serviço, correio eletrônico, sítio (internet), blog, rede social, software, hardware, Sistema de Tratamento Especial a Novas Empresas de Tecnologia (Sistenet), tributação, benefício fiscal.",CFT - Aguardando Designação de Relator(a),http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1171671,,
PL 6622/2013,597943,"
  ","
  ",Projeto de Lei,Direito Penal e Processual Penal; Direitos Humanos e Minorias,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal) para tipificar o crime de feminicídio; modifica o § 11 do art. 129 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal) para aumentar a pena da lesão corporal decorrente de violência doméstica, se o crime constituir violência de gênero contra as mulheres e acrescenta o  art. 132-A ao Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), para tipificar a violência psicológica contra a mulher; e altera o inciso I do art. 1º da Lei nº 8.072, de 25 de julho de 1990 (Lei de Crimes Hediondos) para incluir o feminicídio entre os crimes considerados hediondos.","
  ",Carlos Sampaio,74262,SP,PSDB      ,23/10/2013,"Ordinário (Art. 151, III, RICD)","Defiro o Requerimento n. 5.115/2016, nos termos do art. 141 do Regimento Interno da Câmara dos Deputados - RICD. Revejo o despacho inicial aposto aos Projetos de Lei n. 4.972/2013, 6.622/2013, 7.163/2014, 7.633/2014, 6/2015, 1.806/2015, 2.421/2015, 3.235/2015, 3.837/2015, 4.105/2015, 4.291/2016, 5.540/2016 e 5.774/2016, para incluir o exame pela Comissão de Defesa dos Direitos das Mulheres - CMULHER. Esclareço, por oportuno, que, para fins do art. 191, III, do RICD, prevalecerá a ordem de distribuição prevista neste despacho. Publique-se. Oficie-se.[ATUALIZAÇÃO DO DESPACHO DO PL N. 6.622/2013: à CSSF, à CMULHER e à CCJC (mérito e art. 54 do RICD). Proposição sujeita à apreciação do Plenário. Regime de tramitação: ordinário.]",Proposição Sujeita à Apreciação do Plenário,"Alteração, Código Penal, Lei de Crimes Hediondos, caracterização, feminicídio, violência psicológica, qualificação, crime hediondo, penalidade, lesão corporal, violência doméstica, mulher.",CMULHER - Aguardando Parecer,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1166515,,"
      "
PL 6624/2013,598003,"
  ",PLS 602/2011,Projeto de Lei,Homenagens e Datas Comemorativas,"Denomina ""Rodovia Senador Eliseu Resende"" o trecho da BR-262 localizado no Estado de Minas Gerais, entre as divisas dos Estados do Espírito Santo e de São Paulo.","
  ",Senado Federal - Clésio Andrade,"
  ",MG,PMDB      ,23/10/2013,"Prioridade (Art. 151, II, RICD)","Às Comissões de Viação e Transportes; Cultura e Constituição e Justiça e de Cidadania (Art. 54 RICD) - Art. 24, IIProposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Prioridade",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Denominação, rodovia federal, Minas Gerais, homenagem, Senador.",Tranformada no(a) Lei Ordinária 14686/2023,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1166634,,
PL 6623/2013,598002,"
  ",PLS 155/2011,Projeto de Lei,Homenagens e Datas Comemorativas,"Denomina Rodovia ""Padre Cícero Romão Batista"" o trecho da rodovia BR-116 compreendido entre a localidade de Pacajus, no Estado do Ceará, e a divisa do Estado do Ceará com o Estado de Pernambuco.","
  ",Senado Federal - Eunício Oliveira,"
  ",CE,PMDB      ,23/10/2013,"Prioridade (Art. 151, II, RICD)",Às Comissões de Viação e Transportes; Cultura e Constituição e Justiça e de Cidadania (Art. 54 RICD).Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Prioridade,Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Denominação, rodovia federal, Pacajus (CE).",Tranformada no(a) Lei Ordinária 14012/2020,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1166633,,
PL 6621/2013,597911,"
  ","
  ",Projeto de Lei,Direitos Humanos e Minorias; Homenagens e Datas Comemorativas; Saúde,Dispõe sobre ações do Outubro Rosa.,"
  ",Sandra Rosado,74039,RN,PSB       ,23/10/2013,"Ordinário (Art. 151, III, RICD)","Às Comissões de Seguridade Social e Família e Constituição e Justiça e de Cidadania (Art. 54 RICD) - Art. 24, IIProposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Comemoração, Outubro Rosa, atividade, conscientização, câncer de mama, mulher.",MESA - Arquivada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1166466,,
PL 6619/2013,597865,"
  ","
  ",Projeto de Lei,Educação,"Autoriza o Poder Executivo a criar Campus Universitário em Itapipoca por desmembramento da Universidade Federal do Ceará - UFC, e dá outras providências.","
  ",José Guimarães,141470,CE,PT        ,23/10/2013,"Ordinário (Art. 151, III, RICD)",Apense-se ao PL-5572/2013.Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária,Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Autorização, criação, Campus Universitário da Itapipoca, Itapipoca (CE), Universidade Federal do Ceará (UFC).",CE - Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1166336,,
PL 6616/2013,597860,"
  ","
  ",Projeto de Lei,Direito Penal e Processual Penal,"Altera o art. 85 da Lei nº 7.210, de 11 de julho de 1984, para estabelecer um limite máximo de lotação para os estabelecimentos penais.","
  ",Carlos Souza,73934,AM,PSD       ,23/10/2013,"Prioridade (Art. 151, II, RICD)",Apense-se à(ao) PL-7977/2010.Proposição Sujeita à Apreciação do PlenárioRegime de Tramitação: Prioridade,Proposição Sujeita à Apreciação do Plenário,"Alteração, Lei de Execução Penal, limite máximo, capacidade, estabelecimento penal.",PLEN - Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1166274,,
PL 6618/2013,597864,"
  ","
  ",Projeto de Lei,Educação,"Autoriza o Poder Executivo a criar Campus Universitário em Tianguá por desmembramento da Universidade Federal do Ceará - UFC, e dá outras providências.","
  ",José Guimarães,141470,CE,PT        ,23/10/2013,"Ordinário (Art. 151, III, RICD)","Às Comissões de Trabalho, de Administração e Serviço Público; Educação; Finanças e Tributação (Art. 54 RICD) e Constituição e Justiça e de Cidadania (Art. 54 RICD) - Art. 24, IIProposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Autorização, criação, Campus Universitário da Ibiapaba, Tianguá (CE), Universidade Federal do Ceará (UFC).",CFT - Aguardando Designação de Relator(a),http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1166333,,
PL 6620/2013,597866,"
  ","
  ",Projeto de Lei,Direitos Humanos e Minorias; Finanças Públicas e Orçamento,"Altera a Lei nº 8.069, de 13 de julho de 1990, que ""Dispõe sobre o Estatuto da Criança e do Adolescente e dá outras providências""; para permitir a realização de doações aos Fundos dos Direitos da Criança e do Adolescente - nacional, estadual ou municipal -, referentes ao ano-calendário anterior, até o limite de 6% na data da entrega da declaração do Imposto sobre a Renda no ano-exercício subsequente.","
  ",Edmar Arruda,160578,PR,PSC       ,23/10/2013,"Prioridade (Art. 151, II, RICD)","Defiro o Requerimento n. 9.139/2018, nos termos do artigo 141 do Regimento Interno da Câmara dos Deputados - RICD. Revejo o despacho inicial aposto ao Projeto de Lei n. 6.620/2013, ao qual se encontra apensado o Projeto de Lei n. 9.812/2018, para incluir o exame pela Comissão de Defesa dos Direitos da Pessoa Idosa. Publique-se. Oficie-se.[ATUALIZAÇÃO DO DESPACHO DO PL N. 6.620/2013: à CIDOSO, à CSSF, à CFT (mérito e art. 54 do RICD) e à CCJC (art. 54 do RICD). Proposição sujeita à apreciação conclusiva das Comissões (art. 24, II, do RICD). Regime de tramitação: ordinário].",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Alteração, Estatuto da Criança e do Adolescente, limite, doação, Fundos dos Direitos da Criança e do Adolescente, entrega, declaração de bens e rendimento. ",CSAUDE - Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1166337,,"
      "
PL 6614/2013,597828,"
  ","
  ",Projeto de Lei,Direito Penal e Processual Penal,"Esta Lei proíbe a utilização de máscaras, capacete de motociclista ou cobertura que impeça a identificação da pessoa durante manifestações públicas.","Altera o Decreto-Lei nº 3.688, de 1941.",Costa Ferreira,74016,MA,PSC       ,23/10/2013,"Ordinário (Art. 151, III, RICD)",Apense-se à(ao) PL-6461/2013.Proposição Sujeita à Apreciação do PlenárioRegime de Tramitação: Ordinária,Proposição Sujeita à Apreciação do Plenário,"Alteração, Lei das Contravenções Penais, penalidade, utilização, máscara, capuz, manifestação coletiva.",CCJC - Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1164538,,
PL 6617/2013,597861,"
  ","
  ",Projeto de Lei,Esporte e Lazer,"Altera a Lei n.º 10.671, de 15 de maio de 2003, para responsabilizar solidariamente as entidades de prática desportiva pelos danos causados por suas torcidas organizadas.","
  ",Jhonatan de Jesus,160531,RR,PRB       ,23/10/2013,"Ordinário (Art. 151, III, RICD)",Às Comissões de Turismo e Desporto e Constituição e Justiça e de Cidadania (Art. 54 RICD) Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária,Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Alteração, Estatuto de defesa do Torcedor, entidade de prática desportiva, responsabilidade solidária, dano, torcida organizada. ",CCJC - Aguardando Designação de Relator(a),http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1174547,,
PL 6613/2013,597783,"
  ","
  ",Projeto de Lei,Direito e Defesa do Consumidor,"Altera a Lei nº 8.078, de 11 de setembro de 1990, que ""Dispõe sobre a proteção do consumidor e dá outras providências"" para instituir a divulgação do direito à liquidação antecipada.","
  ",Wilson Filho,160636,PB,PTB       ,22/10/2013,"Prioridade (Art. 151, II, RICD)",Apense-se ao PL-3509/2012.Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Prioridade,Proposição Sujeita à Apreciação do Plenário,"Alteração, Código de Defesa do Consumidor, liquidação antecipada, débito, redução, juros, parcela, divulgação, informação, impressão, boleto bancário, cobrança, débito, conta bancária.",CFT - Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1164451,,"
      "
PL 6615/2013,597856,"
  ","
  ",Projeto de Lei,Educação,"Autoriza o Poder Executivo a criar Campus Universitário em Iguatu por desmembramento da Universidade Federal do Ceará - UFC, e dá outras providências.","
  ",José Guimarães,141470,CE,PT        ,23/10/2013,"Ordinário (Art. 151, III, RICD)","Às Comissões de Trabalho, de Administração e Serviço Público; Educação; Finanças e Tributação (Art. 54 RICD) e Constituição e Justiça e de Cidadania (Art. 54 RICD) - Art. 24, IIProposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Criação, campus, Universidade Federal do Ceará (UFC), Iguatu (CE).",CFT - Aguardando Designação de Relator(a),http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1166268,,
PL 6612/2013,597779,"
  ","
  ",Projeto de Lei,Finanças Públicas e Orçamento,"Altera a Lei nº 10.147, de 21 de dezembro de 2000, para estabelecer metodologia de atualização da lista e modos de utilização do crédito presumido para os produtos incluídos no regime especial de contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público - PIS/Pasep, e da Contribuição para o Financiamento da Seguridade Social - Cofins.","
  ",Walter Ihoshi,141560,SP,PSD       ,22/10/2013,"Ordinário (Art. 151, III, RICD)","Às Comissões de Seguridade Social e Família; Finanças e Tributação (Mérito e Art. 54, RICD) e Constituição e Justiça e de Cidadania (Art. 54 RICD) - Art. 24, IIProposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Alteração, Legislação Tributária Federal, utilização, crédito presumido, metodologia, atualização, relação, medicamento, produto farmacêutico, regime especial, Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público (Contribuição PIS-Pasep),Contribuição para Financiamento da Seguridade Social (Cofins), tributação.
",CFT - Aguardando Designação de Relator(a),http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1164429,,"
      "
PL 6611/2013,597778,"
  ","
  ",Projeto de Lei,Finanças Públicas e Orçamento,"Altera a Lei nº 10.147, de 21 de dezembro de 2000, para estabelecer modo de utilização do crédito presumido para os produtos incluídos no regime especial de contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público - PIS/Pasep, e da Contribuição para o Financiamento da Seguridade Social - Cofins.","
  ",Walter Ihoshi,141560,SP,PSD       ,22/10/2013,"Prioridade (Art. 151, II, RICD)",Apense-se à(ao) PL-5255/2013.Proposição Sujeita à Apreciação do PlenárioRegime de Tramitação: Prioridade,Proposição Sujeita à Apreciação do Plenário,"Alteração, Legislação Tributária Federal, utilização, crédito presumido, comercialização de medicamento, produto farmacêutico, regime especial, Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público (Contribuição PIS-Pasep),Contribuição para Financiamento da Seguridade Social (Cofins), tributação.",CFT - Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1164428,,
PL 6610/2013,597742,"
  ","
  ",Projeto de Lei,Cidades e Desenvolvimento Urbano,Institui o Programa de Estímulo ao Investimento em Infraestrutura com o objetivo de fomentar a criação de novas empresas gestoras e executoras de obras de infraestrutura,"
  ",Eduardo Sciarra,74382,PR,PSD       ,22/10/2013,"Ordinário (Art. 151, III, RICD)","Às Comissões de Finanças e Tributação (Mérito e Art. 54, RICD) e Constituição e Justiça e de Cidadania (Art. 54 RICD) - Art. 24, IIProposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Criação, Programa de Estímulo ao Investimento em Infraestrutura, fomento, empresa, infraestrutura.",MESA - Arquivada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1164359,,
PL 6609/2013,597734,"
  ","
  ",Projeto de Lei,Previdência e Assistência Social,"Dispõe sobre a autorização para desconto em folha de pagamento de doações, e dá outras providências.","
  ",Takayama,74385,PR,PSC       ,22/10/2013,"Ordinário (Art. 151, III, RICD)","Às Comissões de Trabalho, de Administração e Serviço Público; Finanças e Tributação (Mérito e Art. 54, RICD) e Constituição e Justiça e de Cidadania (Art. 54 RICD) - Art. 24, IIProposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Autorização, consignação em folha de pagamento, doação, instituição religiosa, entidade beneficente sem fins lucrativos.",MESA - Arquivada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1164310,,
PL 6608/2013,597731,"
  ","
  ",Projeto de Lei,Esporte e Lazer,"Altera a Lei nº 12.869, de 15 de outubro de 2013, acrescentando o inciso VII ao art. 3º.","
  ",Nelson Marquezelli,73553,SP,PTB       ,22/10/2013,"Ordinário (Art. 151, III, RICD)","Às Comissões de Finanças e Tributação (Mérito e Art. 54, RICD) e Constituição e Justiça e de Cidadania (Art. 54 RICD).Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Alteração, falecimento, permissionário, loteria federal, transferência, permissão, sucessor legítimo.",MESA - Arquivada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1164305,,
PL 6606/2013,597720,"
  ","
  ",Projeto de Lei,Homenagens e Datas Comemorativas,"Denomina ""Trincheira Deputado Homero Pereira"" a Trincheira dos Trabalhadores localizada no Km 414 da BR 364, na travessia urbana do município de Cuiabá-MT.""","
  ",Wellington Fagundes,73653,MT,PR        ,22/10/2013,"Ordinário (Art. 151, III, RICD)","Às Comissões de Viação e Transportes; Cultura e Constituição e Justiça e de Cidadania (Art. 54 RICD) - Art. 24, IIProposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Denominação, obra, rodovia federal, homenagem, Deputado Federal.",MESA - Arquivada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1164266,,
PL 6607/2013,597728,"
  ","
  ",Projeto de Lei,Trabalho e Emprego,Altera a remuneração das contas vinculadas do Fundo de Garantia do Tempo de Serviço e dá outras providências.,"Altera a Lei nº 8.036, de 1990.",César Halum,160576,TO,PRB       ,22/10/2013,"Urgência (Art. 155, RICD)",Apense-se à(ao) PL-4566/2008.Proposição Sujeita à Apreciação do PlenárioRegime de Tramitação: Prioridade,Proposição Sujeita à Apreciação do Plenário,"Alteração, Lei do FGTS, critérios, remuneração, conta vinculada do FGTS.",MESA - Arquivada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1164296,,
PL 6605/2013,597692,"
  ","
  ",Projeto de Lei,Meio Ambiente e Desenvolvimento Sustentável,"Altera a Lei nº 12.512, de 14 de outubro de 2011, que institui o Programa de Apoio à Conservação Ambiental e o Programa de Fomento às Atividades Produtivas Rurais.","Inclui como beneficiárias do Programa de Apoio à Conservação Ambiental as famílias em situação de extrema pobreza que exercem atividade de conservação em Parques Nacionais, Reservas Biológicas e Estações Ecológicas federais. ",Henrique Afonso,73940,AC,PV        ,22/10/2013,"Ordinário (Art. 151, III, RICD)","Às Comissões de Meio Ambiente e Desenvolvimento Sustentável; Finanças e Tributação (Art. 54 RICD) e Constituição e Justiça e de Cidadania (Art. 54 RICD) - Art. 24, IIProposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II," Alteração, lei federal, inclusão, beneficiário, Programa de Apoio à Conservação Ambiental (Programa Bolsa Verde), família, extrema pobreza, atividade, conservação, parque nacional, reserva biológica, estação ecológica.",MESA - Arquivada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1164181,,
PL 6603/2013,597605,"
  ","
  ",Projeto de Lei,Cidades e Desenvolvimento Urbano,Determina a remoção de veículo abandonado em via ou estacionamento público.,"Altera a Lei nº 9.503, de 1997.",Osvaldo Reis,74191,TO,PMDB      ,22/10/2013,"Ordinário (Art. 151, III, RICD)","Às Comissões de Viação e Transportes e Constituição e Justiça e de Cidadania (Art. 54 RICD) - Art. 24, IIProposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Alteração, Código de Trânsito Brasileiro, remoção, veículo, abandono, deterioração.",MESA - Arquivada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1163953,,
PL 6604/2013,597623,"
  ","
  ",Projeto de Lei,Finanças Públicas e Orçamento,"Altera o art. 38 da Lei nº 10.637, de 30 de dezembro de 2002.","
  ",Alceu Moreira,160559,RS,PMDB      ,22/10/2013,"Ordinário (Art. 151, III, RICD)","Às Comissões de Finanças e Tributação (Mérito e Art. 54, RICD) e Constituição e Justiça e de Cidadania (Art. 54 RICD) - Art. 24, IIProposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Alteração, Legislação Tributária Federal, pagamento, tributos, atraso, acréscimo, juros, direito, utilização, bônus.",CFT - Aguardando Designação de Relator(a),http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1163972,,"
      "
