codProposicao,nomeProposicao,dataVotacao
2387066,PL 4438/2023,13/09/2023
2387066,PL 4438/2023,13/09/2023
2387066,PL 4438/2023,13/09/2023
2387066,PL 4438/2023,14/09/2023
2387066,PL 4438/2023,14/09/2023
2387066,PL 4438/2023,14/09/2023
2387066,PL 4438/2023,14/09/2023
2387066,PL 4438/2023,14/09/2023
2387066,PL 4438/2023,14/09/2023
2387066,PL 4438/2023,14/09/2023
2387066,PL 4438/2023,14/09/2023
2387066,PL 4438/2023,14/09/2023
2391935,PL 4287/2023,08/11/2023
2395883,PL 4994/2023,19/12/2023
2395883,PL 4994/2023,19/12/2023
2397925,PL 5086/2023,07/11/2023
2397925,PL 5086/2023,07/11/2023
2405709,PL 3954/2023,30/11/2023
1672576,PL 1829/2019 (Nº Anterior: PL 2724/2015),28/08/2024
2167882,PL 9543/2018,28/02/2024
2204088,PL 3010/2019,09/09/2024
2204088,PL 3010/2019,09/09/2024
2204088,PL 3010/2019,09/09/2024
2236291,PL 13/2020,19/06/2024
2238434,PL 528/2020,13/03/2024
2238434,PL 528/2020,13/03/2024
2238434,PL 528/2020,13/03/2024
2238434,PL 528/2020,13/03/2024
2238434,PL 528/2020,13/03/2024
2238434,PL 528/2020,13/03/2024
2238434,PL 528/2020,13/03/2024
2238434,PL 528/2020,13/03/2024
2238434,PL 528/2020,11/09/2024
2238434,PL 528/2020,11/09/2024
2269745,PL 327/2021,19/03/2024
2269745,PL 327/2021,20/03/2024
2269745,PL 327/2021,20/03/2024
2269745,PL 327/2021,20/03/2024
2269745,PL 327/2021,20/03/2024
2269745,PL 327/2021,20/03/2024
2269745,PL 327/2021,20/03/2024
2269745,PL 327/2021,20/03/2024
2323391,PL 1269/2022,28/02/2024
2324721,PL 1366/2022 (Nº Anterior: PLS 214/2015),08/05/2024
2326582,PL 1548/2022 (Nº Anterior: PLS 117/2018),16/04/2024
2349493,PL 709/2023,21/05/2024
2349493,PL 709/2023,21/05/2024
2349493,PL 709/2023,21/05/2024
2349493,PL 709/2023,21/05/2024
2349493,PL 709/2023,21/05/2024
2349493,PL 709/2023,21/05/2024
2349493,PL 709/2023,21/05/2024
2349493,PL 709/2023,21/05/2024
2349493,PL 709/2023,22/05/2024
2349493,PL 709/2023,22/05/2024
2349493,PL 709/2023,22/05/2024
2399598,PL 5230/2023,20/03/2024
2399598,PL 5230/2023,09/07/2024
2408709,PL 5813/2023,11/09/2024
2408709,PL 5813/2023,11/09/2024
2410466,PL 4266/2023,11/09/2024
2410466,PL 4266/2023,11/09/2024
2416729,PL 6233/2023,19/03/2024
2416733,PL 6235/2023,14/05/2024
2416733,PL 6235/2023,14/05/2024
2416733,PL 6235/2023,14/05/2024
2416733,PL 6235/2023,14/05/2024
2416804,PL 2/2024,19/03/2024
2416804,PL 2/2024,19/03/2024
2416804,PL 2/2024,19/03/2024
2416804,PL 2/2024,19/03/2024
2416826,PL 3/2024,26/03/2024
2417025,PL 81/2024,12/03/2024
2417025,PL 81/2024,12/03/2024
2417025,PL 81/2024,12/03/2024
2417025,PL 81/2024,12/03/2024
2419197,PL 545/2024,09/04/2024
2419197,PL 545/2024,09/04/2024
2419197,PL 545/2024,09/04/2024
2422697,PL 914/2024,28/05/2024
2422697,PL 914/2024,28/05/2024
2422697,PL 914/2024,28/05/2024
2422697,PL 914/2024,28/05/2024
2422697,PL 914/2024,28/05/2024
2422697,PL 914/2024,11/06/2024
2425883,PL 1213/2024,21/05/2024
2447183,PL 858/2024,11/07/2024
2447183,PL 858/2024,11/07/2024
2448974,PL 397/2024,14/08/2024
2448974,PL 397/2024,14/08/2024
2448974,PL 397/2024,14/08/2024
2448974,PL 397/2024,14/08/2024
2448974,PL 397/2024,14/08/2024
2452037,PL 3117/2024,18/09/2024
2452037,PL 3117/2024,18/09/2024
2454704,PL 1847/2024,11/09/2024
2454704,PL 1847/2024,11/09/2024
2454704,PL 1847/2024,11/09/2024
2454704,PL 1847/2024,11/09/2024
2454704,PL 1847/2024,12/09/2024
2454704,PL 1847/2024,12/09/2024
2454704,PL 1847/2024,12/09/2024
2454704,PL 1847/2024,12/09/2024
2454704,PL 1847/2024,12/09/2024
2454704,PL 1847/2024,12/09/2024
2454704,PL 1847/2024,12/09/2024
