,nomeProposicao,idProposicao,partidoAutor,DataApresentacao,Ano,Administração e Políticas Públicas,Desenvolvimento Social e Urbano,Direitos e Justiça,Economia e Desenvolvimento Sustentável,Infraestrutura e Gestão de Recursos,VirouLei,Influencia,Aliado,Oposição,Partido_Pres_Cam,PPC_igual_partidoAutor
1891,PL 1167/2015,1212479,PSD,2015-04-16,2015,0,0,0,1,0,0,662.768.031.189.083,1,0,PMDB,0
1892,PL 1168/2015,1212488,PSD,2015-04-16,2015,1,0,0,0,0,0,662.768.031.189.083,1,0,PMDB,0
1893,PL 1170/2015,1212492,PMDB,2015-04-16,2015,1,0,0,0,0,0,490.578.297.595.841,1,0,PMDB,1
1894,PL 1173/2015,1212503,PTDOB,2015-04-16,2015,1,0,0,0,0,0,82.304.526.748.971,0,0,PMDB,0
1895,PL 1176/2015,1212524,PROS,2015-04-16,2015,0,1,0,1,0,0,23.391.812.865.497,1,0,PMDB,0
1896,PL 1183/2015,1212575,PSDB,2015-04-16,2015,1,0,0,0,0,0,1.033.138.401.559.450,0,1,PMDB,0
1897,PL 1187/2015,1212604,PMDB,2015-04-16,2015,0,0,1,0,0,0,490.578.297.595.841,1,0,PMDB,1
1898,PL 1188/2015,1212606,PMDB,2015-04-16,2015,1,0,1,0,0,0,490.578.297.595.841,1,0,PMDB,1
1899,PL 1191/2015,1212641,PP,2015-04-16,2015,0,1,0,0,0,1,490.578.297.595.841,0,0,PMDB,0
1900,PL 1198/2015,1212713,PMDB,2015-04-16,2015,0,1,0,1,0,0,490.578.297.595.841,1,0,PMDB,1
1901,PL 1205/2015,1214233,PMDB,2015-04-17,2015,1,0,0,1,0,0,490.578.297.595.841,1,0,PMDB,1
1902,PL 1201/2015,1212762,PSD,2015-04-17,2015,0,0,0,1,1,0,662.768.031.189.083,1,0,PMDB,0
1903,PL 1210/2015,1214895,PDT,2015-04-22,2015,0,1,0,0,0,0,389.863.547.758.284,1,0,PMDB,0
1904,PL 1211/2015,1214911,REPUBLICANOS,2015-04-22,2015,0,0,0,1,1,0,82.304.526.748.971,1,0,PMDB,0
1905,PL 1212/2015,1214917,PSB,2015-04-22,2015,0,0,0,1,1,0,623.781.676.413.255,1,0,PMDB,0
1906,PL 1214/2015,1214939,PR,2015-04-22,2015,1,0,0,1,0,0,662.768.031.189.083,1,0,PMDB,0
1907,PL 1216/2015,1214955,PP,2015-04-22,2015,0,0,1,0,0,0,490.578.297.595.841,0,0,PMDB,0
1908,PL 1218/2015,1214965,PSC,2015-04-22,2015,0,0,1,1,1,0,490.578.297.595.841,1,0,PMDB,0
1909,PL 1220/2015,1214970,REPUBLICANOS,2015-04-22,2015,0,1,1,0,0,1,82.304.526.748.971,1,0,PMDB,0
1910,PL 1222/2015,1214991,PCDOB,2015-04-22,2015,0,1,0,0,0,0,253.411.306.042.884,1,0,PMDB,0
1911,PL 1229/2015,1215084,PT,2015-04-22,2015,0,1,0,0,0,0,124.756.335.282.651,1,0,PMDB,0
1912,PL 1232/2015,1215104,PMDB,2015-04-22,2015,1,0,0,0,0,0,490.578.297.595.841,1,0,PMDB,1
1913,PL 1237/2015,1215211,PSD,2015-04-23,2015,0,0,0,1,0,0,662.768.031.189.083,1,0,PMDB,0
1914,PL 1252/2015,1215379,PR,2015-04-23,2015,1,1,0,0,0,0,662.768.031.189.083,1,0,PMDB,0
1915,PL 1248/2015,1215342,PSDB,2015-04-23,2015,1,0,1,0,0,0,1.033.138.401.559.450,0,1,PMDB,0
1916,PL 1246/2015,1215329,PMDB,2015-04-23,2015,0,1,0,0,0,0,490.578.297.595.841,1,0,PMDB,1
1917,PL 1234/2015,1215162,PR,2015-04-23,2015,0,0,1,0,0,0,662.768.031.189.083,1,0,PMDB,0
1918,PL 1245/2015,1215327,PDT,2015-04-23,2015,0,0,0,1,0,0,389.863.547.758.284,1,0,PMDB,0
1919,PL 1270/2015,1215522,PCDOB,2015-04-24,2015,0,1,0,0,0,0,253.411.306.042.884,1,0,PMDB,0
1920,PL 1259/2015,1215485,DEM,2015-04-24,2015,1,0,0,0,0,0,428.849.902.534.113,0,1,PMDB,0
1921,PL 1266/2015,1215493,PR,2015-04-24,2015,0,0,0,1,0,0,662.768.031.189.083,1,0,PMDB,0
1922,PL 1258/2015,1215484,DEM,2015-04-24,2015,0,0,1,0,0,0,428.849.902.534.113,0,1,PMDB,0
1923,PL 1260/2015,1215486,DEM,2015-04-24,2015,0,1,0,0,0,0,428.849.902.534.113,0,1,PMDB,0
1924,PL 1261/2015,1215487,DEM,2015-04-24,2015,0,0,1,0,0,0,428.849.902.534.113,0,1,PMDB,0
1925,PL 1267/2015,1215494,PR,2015-04-24,2015,0,0,0,1,0,0,662.768.031.189.083,1,0,PMDB,0
1926,PL 1291/2015,1215701,PP,2015-04-27,2015,0,0,0,1,1,0,490.578.297.595.841,0,0,PMDB,0
1927,PL 1281/2015,1215653,PP,2015-04-27,2015,1,0,0,0,1,0,490.578.297.595.841,0,0,PMDB,0
1928,PL 1276/2015,1215588,PPS,2015-04-27,2015,1,0,0,0,0,0,214.424.951.267.056,0,1,PMDB,0
1929,PL 1279/2015,1215646,PRTB,2015-04-27,2015,0,0,0,1,0,0,82.304.526.748.971,0,0,PMDB,0
1930,PL 1273/2015,1215552,PP,2015-04-27,2015,0,0,1,0,0,0,490.578.297.595.841,0,0,PMDB,0
1931,PL 1277/2015,1215594,PSB,2015-04-27,2015,1,0,0,0,0,0,623.781.676.413.255,1,0,PMDB,0
1932,PL 1315/2015,1216013,PSDB,2015-04-28,2015,0,1,0,1,0,0,1.033.138.401.559.450,0,1,PMDB,0
1933,PL 1311/2015,1215969,PDT,2015-04-28,2015,0,0,1,1,0,0,389.863.547.758.284,1,0,PMDB,0
1934,PL 1309/2015,1215942,PR,2015-04-28,2015,0,0,1,0,0,0,662.768.031.189.083,1,0,PMDB,0
1935,PL 1307/2015,1215931,PMDB,2015-04-28,2015,0,1,0,0,0,0,490.578.297.595.841,1,0,PMDB,1
1936,PL 1306/2015,1215930,PMDB,2015-04-28,2015,1,0,0,0,0,0,490.578.297.595.841,1,0,PMDB,1
1937,PL 1308/2015,1215932,PT,2015-04-28,2015,0,0,1,1,0,0,124.756.335.282.651,1,0,PMDB,0
1938,PL 1300/2015,1215837,PMDB,2015-04-28,2015,1,0,0,0,0,0,490.578.297.595.841,1,0,PMDB,1
1939,PL 1301/2015,1215847,PDT,2015-04-28,2015,1,0,0,1,1,0,389.863.547.758.284,1,0,PMDB,0
1940,PL 1294/2015,1215740,PR,2015-04-28,2015,1,0,0,0,1,0,662.768.031.189.083,1,0,PMDB,0
1941,PL 1293/2015,1215739,PR,2015-04-28,2015,1,0,0,0,1,0,662.768.031.189.083,1,0,PMDB,0
1942,PL 1299/2015,1215821,PP,2015-04-28,2015,0,0,0,1,0,0,490.578.297.595.841,0,0,PMDB,0
1943,PL 1316/2015,1216071,PMDB,2015-04-29,2015,1,0,0,0,1,0,490.578.297.595.841,1,0,PMDB,1
1944,PL 1319/2015,1227842,PMDB,2015-04-29,2015,0,1,1,0,0,0,490.578.297.595.841,1,0,PMDB,1
1945,PL 1320/2015,1227843,PMDB,2015-04-29,2015,0,1,0,0,0,0,490.578.297.595.841,1,0,PMDB,1
1946,PL 1327/2015,1227919,PMDB,2015-04-29,2015,0,1,0,0,0,0,490.578.297.595.841,1,0,PMDB,1
1947,PL 1328/2015,1227936,PT,2015-04-29,2015,1,0,1,0,0,0,124.756.335.282.651,1,0,PMDB,0
1948,PL 1331/2015,1227967,PSDB,2015-04-29,2015,1,0,0,0,1,0,1.033.138.401.559.450,0,1,PMDB,0
1949,PL 1339/2015,1228149,PCDOB,2015-04-30,2015,0,0,0,1,1,0,253.411.306.042.884,1,0,PMDB,0
1950,PL 1351/2015,1228604,DEM,2015-05-04,2015,1,0,0,0,0,0,428.849.902.534.113,0,1,PMDB,0
1951,PL 1350/2015,1228516,PSB,2015-05-04,2015,1,0,0,0,0,0,623.781.676.413.255,1,0,PMDB,0
1952,PL 1349/2015,1228498,PT,2015-05-04,2015,0,0,0,1,0,0,124.756.335.282.651,1,0,PMDB,0
1953,PL 1353/2015,1228625,PSD,2015-05-05,2015,0,0,0,1,0,0,662.768.031.189.083,1,0,PMDB,0
1954,PL 1379/2015,1228901,PTC,2015-05-05,2015,1,0,0,0,0,0,82.304.526.748.971,0,0,PMDB,0
1955,PL 1372/2015,1228858,PPS,2015-05-05,2015,0,1,0,0,0,0,214.424.951.267.056,0,1,PMDB,0
1956,PL 1369/2015,1228801,PMDB,2015-05-05,2015,0,1,1,0,0,0,490.578.297.595.841,1,0,PMDB,1
1957,PL 1366/2015,1228785,PSDB,2015-05-05,2015,0,0,1,0,0,0,1.033.138.401.559.450,0,1,PMDB,0
1958,PL 1367/2015,1228787,PSDB,2015-05-05,2015,1,0,0,0,0,0,1.033.138.401.559.450,0,1,PMDB,0
1959,PL 1365/2015,1228779,PSDB,2015-05-05,2015,0,0,0,1,0,0,1.033.138.401.559.450,0,1,PMDB,0
1960,PL 1368/2015,1228793,PSD,2015-05-05,2015,0,1,0,0,0,0,662.768.031.189.083,1,0,PMDB,0
1961,PL 1361/2015,1228727,PTB,2015-05-05,2015,0,1,1,0,0,1,490.578.297.595.841,0,0,PMDB,0
1962,PL 1360/2015,1228722,SD,2015-05-05,2015,0,0,1,0,0,0,311.890.838.206.627,1,0,PMDB,0
1963,PL 1358/2015,1228683,SD,2015-05-05,2015,0,1,0,0,0,0,311.890.838.206.627,1,0,PMDB,0
1964,PL 1356/2015,1228640,PMDB,2015-05-05,2015,0,0,0,1,0,0,490.578.297.595.841,1,0,PMDB,1
1965,PL 1354/2015,1228632,PTN,2015-05-05,2015,0,0,1,0,0,0,82.304.526.748.971,0,1,PMDB,0
1966,PL 1363/2015,1228745,PTC,2015-05-05,2015,0,1,0,1,0,0,82.304.526.748.971,0,0,PMDB,0
1967,PL 1414/2015,1229823,PT,2015-05-06,2015,0,1,1,0,0,0,124.756.335.282.651,1,0,PMDB,0
1968,PL 1426/2015,1229928,PSDB,2015-05-06,2015,0,0,1,0,0,0,1.033.138.401.559.450,0,1,PMDB,0
1969,PL 1419/2015,1229861,PSD,2015-05-06,2015,1,0,0,0,0,0,662.768.031.189.083,1,0,PMDB,0
1970,PL 1417/2015,1229833,PSD,2015-05-06,2015,0,0,1,1,0,0,662.768.031.189.083,1,0,PMDB,0
1971,PL 1416/2015,1229832,PSD,2015-05-06,2015,0,1,0,0,0,0,662.768.031.189.083,1,0,PMDB,0
1972,PL 1415/2015,1229831,PSDB,2015-05-06,2015,0,1,0,1,0,0,1.033.138.401.559.450,0,1,PMDB,0
1973,PL 1405/2015,1229712,SD,2015-05-06,2015,0,0,0,1,0,0,311.890.838.206.627,1,0,PMDB,0
1974,PL 1413/2015,1229820,PT,2015-05-06,2015,0,1,0,0,0,0,124.756.335.282.651,1,0,PMDB,0
1975,PL 1395/2015,1229681,PSDB,2015-05-06,2015,0,0,1,1,0,0,1.033.138.401.559.450,0,1,PMDB,0
1976,PL 1392/2015,1229623,PP,2015-05-06,2015,0,1,0,0,0,0,490.578.297.595.841,0,0,PMDB,0
1977,PL 1393/2015,1229642,PR,2015-05-06,2015,0,0,1,0,0,0,662.768.031.189.083,1,0,PMDB,0
1978,PL 1388/2015,1229590,PSD,2015-05-06,2015,1,0,1,0,0,0,662.768.031.189.083,1,0,PMDB,0
1979,PL 1386/2015,1229583,REPUBLICANOS,2015-05-06,2015,0,0,1,0,0,0,82.304.526.748.971,1,0,PMDB,0
1980,PL 1383/2015,1229552,PR,2015-05-06,2015,0,0,1,0,0,0,662.768.031.189.083,1,0,PMDB,0
1981,PL 1397/2015,1229686,PT,2015-05-06,2015,0,1,1,0,0,0,124.756.335.282.651,1,0,PMDB,0
1982,PL 1464/2015,1234063,SD,2015-05-07,2015,0,0,1,0,0,0,311.890.838.206.627,1,0,PMDB,0
1983,PL 1468/2015,1234069,PDT,2015-05-07,2015,0,1,0,0,0,0,389.863.547.758.284,1,0,PMDB,0
1984,PL 1465/2015,1234065,SD,2015-05-07,2015,0,0,0,1,0,0,311.890.838.206.627,1,0,PMDB,0
1985,PL 1460/2015,1230375,PDT,2015-05-07,2015,0,1,0,0,0,0,389.863.547.758.284,1,0,PMDB,0
1986,PL 1458/2015,1230326,PMDB,2015-05-07,2015,1,0,0,0,0,0,490.578.297.595.841,1,0,PMDB,1
1987,PL 1451/2015,1230255,PSDB,2015-05-07,2015,0,1,0,0,0,0,1.033.138.401.559.450,0,1,PMDB,0
1988,PL 1449/2015,1230244,PROS,2015-05-07,2015,0,1,1,1,0,0,23.391.812.865.497,1,0,PMDB,0
1989,PL 1439/2015,1230139,PT,2015-05-07,2015,0,1,0,0,0,0,124.756.335.282.651,1,0,PMDB,0
1990,PL 1437/2015,1230117,DEM,2015-05-07,2015,0,1,1,0,0,0,428.849.902.534.113,0,1,PMDB,0
1991,PL 1438/2015,1230119,DEM,2015-05-07,2015,1,0,0,1,0,0,428.849.902.534.113,0,1,PMDB,0
1992,PL 1433/2015,1230108,PP,2015-05-07,2015,1,0,0,0,1,0,490.578.297.595.841,0,0,PMDB,0
1993,PL 1434/2015,1230109,PP,2015-05-07,2015,1,0,0,0,1,0,490.578.297.595.841,0,0,PMDB,0
1994,PL 1431/2015,1230101,PDT,2015-05-07,2015,0,1,0,1,0,0,389.863.547.758.284,1,0,PMDB,0
1995,PL 1430/2015,1230097,PTB,2015-05-07,2015,1,0,0,0,0,0,490.578.297.595.841,0,0,PMDB,0
1996,PL 1429/2015,1230068,PMDB,2015-05-07,2015,0,0,0,1,0,0,490.578.297.595.841,1,0,PMDB,1
1997,PL 1440/2015,1230148,PSB,2015-05-07,2015,1,0,0,1,1,0,623.781.676.413.255,1,0,PMDB,0
1998,PL 1474/2015,1234218,PP,2015-05-08,2015,0,0,0,1,0,0,490.578.297.595.841,0,0,PMDB,0
1999,PL 1473/2015,1234211,SD,2015-05-08,2015,0,1,0,0,0,0,311.890.838.206.627,1,0,PMDB,0
2000,PL 1469/2015,1234094,PHS,2015-05-08,2015,0,0,0,1,0,0,490.578.297.595.841,0,0,PMDB,0
2001,PL 1471/2015,1234188,PTN,2015-05-08,2015,0,0,1,0,0,0,82.304.526.748.971,0,1,PMDB,0
2002,PL 1477/2015,1243653,PDT,2015-05-11,2015,0,1,0,0,0,0,389.863.547.758.284,1,0,PMDB,0
2003,PL 1478/2015,1243674,PR,2015-05-12,2015,0,1,0,0,0,0,662.768.031.189.083,1,0,PMDB,0
2004,PL 1479/2015,1243679,PSDB,2015-05-12,2015,0,1,0,1,0,0,1.033.138.401.559.450,0,1,PMDB,0
2005,PL 1483/2015,1243702,PMDB,2015-05-12,2015,0,0,0,1,1,0,490.578.297.595.841,1,0,PMDB,1
2006,PL 1486/2015,1243781,PT,2015-05-12,2015,0,1,0,1,0,0,124.756.335.282.651,1,0,PMDB,0
2007,PL 1488/2015,1243802,PSD,2015-05-12,2015,0,1,0,0,0,0,662.768.031.189.083,1,0,PMDB,0
2008,PL 1489/2015,1243812,PR,2015-05-12,2015,1,0,0,0,0,0,662.768.031.189.083,1,0,PMDB,0
2009,PL 1490/2015,1243813,PR,2015-05-12,2015,0,1,0,1,0,0,662.768.031.189.083,1,0,PMDB,0
2010,PL 1494/2015,1243913,PSD,2015-05-12,2015,0,1,0,0,0,0,662.768.031.189.083,1,0,PMDB,0
2011,PL 1497/2015,1247337,PMDB,2015-05-12,2015,0,1,0,0,0,0,490.578.297.595.841,1,0,PMDB,1
2012,PL 1498/2015,1247338,PMDB,2015-05-12,2015,0,1,0,0,0,0,490.578.297.595.841,1,0,PMDB,1
2013,PL 1500/2015,1247388,PSD,2015-05-12,2015,1,0,1,0,1,0,662.768.031.189.083,1,0,PMDB,0
2014,PL 1524/2015,1274045,PPS,2015-05-13,2015,0,0,0,1,1,0,214.424.951.267.056,0,1,PMDB,0
2015,PL 1521/2015,1266744,PSB,2015-05-13,2015,0,0,1,0,0,0,623.781.676.413.255,1,0,PMDB,0
2016,PL 1529/2015,1278737,PHS,2015-05-13,2015,0,1,0,1,0,0,490.578.297.595.841,0,0,PMDB,0
2017,PL 1520/2015,1266724,REPUBLICANOS,2015-05-13,2015,1,0,0,0,0,0,82.304.526.748.971,1,0,PMDB,0
2018,PL 1532/2015,1278747,PT,2015-05-13,2015,0,1,0,1,0,0,124.756.335.282.651,1,0,PMDB,0
2019,PL 1541/2015,1278854,PHS,2015-05-13,2015,0,1,0,0,0,0,490.578.297.595.841,0,0,PMDB,0
2020,PL 1530/2015,1278738,DEM,2015-05-13,2015,1,0,1,0,1,1,428.849.902.534.113,0,1,PMDB,0
2021,PL 1518/2015,1266687,PSB,2015-05-13,2015,0,0,1,0,0,0,623.781.676.413.255,1,0,PMDB,0
2022,PL 1535/2015,1278753,PSB,2015-05-13,2015,0,1,0,1,0,0,623.781.676.413.255,1,0,PMDB,0
2023,PL 1517/2015,1266632,PTB,2015-05-13,2015,0,0,0,1,0,0,490.578.297.595.841,0,0,PMDB,0
2024,PL 1501/2015,1247396,PSOL,2015-05-13,2015,1,1,0,0,0,0,97.465.886.939.571,0,1,PMDB,0
2025,PL 1502/2015,1247399,SD,2015-05-13,2015,0,0,1,0,0,0,311.890.838.206.627,1,0,PMDB,0
2026,PL 1504/2015,1247419,PR,2015-05-13,2015,1,0,0,1,1,0,662.768.031.189.083,1,0,PMDB,0
2027,PL 1519/2015,1266698,PTC,2015-05-13,2015,0,1,0,0,0,0,82.304.526.748.971,0,0,PMDB,0
2028,PL 1511/2015,1266576,PTC,2015-05-13,2015,0,1,0,0,0,1,82.304.526.748.971,0,0,PMDB,0
2029,PL 1515/2015,1266610,PMN,2015-05-13,2015,0,0,1,1,0,0,82.304.526.748.971,0,0,PMDB,0
2030,PL 1505/2015,1247432,PT,2015-05-13,2015,0,0,1,0,0,0,124.756.335.282.651,1,0,PMDB,0
2031,PL 1560/2015,1279064,PV,2015-05-14,2015,0,0,0,1,0,0,155.945.419.103.313,0,0,PMDB,0
2032,PL 1561/2015,1279065,PV,2015-05-14,2015,0,0,0,1,0,0,155.945.419.103.313,0,0,PMDB,0
2033,PL 1558/2015,1279060,PV,2015-05-14,2015,0,0,0,1,0,0,155.945.419.103.313,0,0,PMDB,0
2034,PL 1563/2015,1279073,PMDB,2015-05-14,2015,0,1,0,0,0,0,490.578.297.595.841,1,0,PMDB,1
2035,PL 1550/2015,1278983,PSD,2015-05-14,2015,0,0,0,1,0,0,662.768.031.189.083,1,0,PMDB,0
2036,PL 1548/2015,1278966,PV,2015-05-14,2015,0,0,0,1,0,0,155.945.419.103.313,0,0,PMDB,0
2037,PL 1546/2015,1278949,PMDB,2015-05-14,2015,0,0,0,1,0,0,490.578.297.595.841,1,0,PMDB,1
2038,PL 1554/2015,1279003,PDT,2015-05-14,2015,0,1,0,0,0,0,389.863.547.758.284,1,0,PMDB,0
2039,PL 1559/2015,1279062,PV,2015-05-14,2015,0,0,0,1,0,1,155.945.419.103.313,0,0,PMDB,0
2040,PL 1565/2015,1279134,PSD,2015-05-15,2015,0,0,0,1,0,0,662.768.031.189.083,1,0,PMDB,0
2041,PL 1566/2015,1279135,PSD,2015-05-15,2015,0,0,0,1,0,0,662.768.031.189.083,1,0,PMDB,0
2042,PL 1590/2015,1279454,PP,2015-05-19,2015,0,0,1,0,0,0,490.578.297.595.841,0,0,PMDB,0
2043,PL 1606/2015,1279621,PSDB,2015-05-19,2015,0,0,1,0,0,0,1.033.138.401.559.450,0,1,PMDB,0
2044,PL 1605/2015,1279612,PR,2015-05-19,2015,0,0,1,0,0,0,662.768.031.189.083,1,0,PMDB,0
2045,PL 1604/2015,1279609,PR,2015-05-19,2015,0,0,1,0,0,0,662.768.031.189.083,1,0,PMDB,0
2046,PL 1596/2015,1279565,SD,2015-05-19,2015,1,0,0,0,1,0,311.890.838.206.627,1,0,PMDB,0
2047,PL 1595/2015,1279528,PPS,2015-05-19,2015,1,1,0,0,1,0,214.424.951.267.056,0,1,PMDB,0
2048,PL 1593/2015,1279495,PP,2015-05-19,2015,0,0,1,0,0,0,490.578.297.595.841,0,0,PMDB,0
2049,PL 1592/2015,1279494,PP,2015-05-19,2015,1,0,1,0,0,0,490.578.297.595.841,0,0,PMDB,0
2050,PL 1591/2015,1279457,PP,2015-05-19,2015,1,0,0,0,1,0,490.578.297.595.841,0,0,PMDB,0
2051,PL 1588/2015,1279446,PT,2015-05-19,2015,0,0,0,1,0,0,124.756.335.282.651,1,0,PMDB,0
2052,PL 1586/2015,1279436,PMDB,2015-05-19,2015,0,0,0,1,0,0,490.578.297.595.841,1,0,PMDB,1
2053,PL 1584/2015,1279382,PT,2015-05-19,2015,1,0,0,0,0,0,124.756.335.282.651,1,0,PMDB,0
2054,PL 1582/2015,1279371,PMDB,2015-05-19,2015,0,0,0,1,0,0,490.578.297.595.841,1,0,PMDB,1
2055,PL 1581/2015,1279368,PR,2015-05-19,2015,0,0,0,1,1,0,662.768.031.189.083,1,0,PMDB,0
2056,PL 1580/2015,1279362,PMDB,2015-05-19,2015,1,0,0,0,0,0,490.578.297.595.841,1,0,PMDB,1
2057,PL 1578/2015,1279346,PSD,2015-05-19,2015,0,0,0,1,0,0,662.768.031.189.083,1,0,PMDB,0
2058,PL 1576/2015,1279342,PSDB,2015-05-19,2015,1,0,0,0,0,0,1.033.138.401.559.450,0,1,PMDB,0
2059,PL 1587/2015,1279438,PDT,2015-05-19,2015,0,1,0,0,0,0,389.863.547.758.284,1,0,PMDB,0
2060,PL 1631/2015,1280000,PR,2015-05-20,2015,0,0,1,0,0,0,662.768.031.189.083,1,0,PMDB,0
2061,PL 1630/2015,1279996,PTC,2015-05-20,2015,1,0,0,0,0,0,82.304.526.748.971,0,0,PMDB,0
2062,PL 1629/2015,1279991,PSD,2015-05-20,2015,0,1,0,0,0,0,662.768.031.189.083,1,0,PMDB,0
2063,PL 1627/2015,1279973,DEM,2015-05-20,2015,1,0,0,0,0,0,428.849.902.534.113,0,1,PMDB,0
2064,PL 1628/2015,1279974,PSC,2015-05-20,2015,0,1,0,0,0,1,490.578.297.595.841,1,0,PMDB,0
2065,PL 1626/2015,1279972,DEM,2015-05-20,2015,1,0,0,0,0,0,428.849.902.534.113,0,1,PMDB,0
2066,PL 1618/2015,1279746,PP,2015-05-20,2015,0,0,1,0,0,0,490.578.297.595.841,0,0,PMDB,0
2067,PL 1619/2015,1279747,PTB,2015-05-20,2015,0,0,0,1,0,0,490.578.297.595.841,0,0,PMDB,0
2068,PL 1617/2015,1279745,PP,2015-05-20,2015,0,0,1,0,0,0,490.578.297.595.841,0,0,PMDB,0
2069,PL 1612/2015,1279692,PSB,2015-05-20,2015,0,0,1,0,0,0,623.781.676.413.255,1,0,PMDB,0
2070,PL 1610/2015,1279680,PHS,2015-05-20,2015,0,0,0,1,1,0,490.578.297.595.841,0,0,PMDB,0
2071,PL 1609/2015,1279679,PHS,2015-05-20,2015,0,0,0,1,1,0,490.578.297.595.841,0,0,PMDB,0
2072,PL 1623/2015,1279937,PSD,2015-05-20,2015,0,0,1,0,0,0,662.768.031.189.083,1,0,PMDB,0
2073,PL 1655/2015,1280280,DEM,2015-05-21,2015,0,0,0,1,0,0,428.849.902.534.113,0,1,PMDB,0
2074,PL 1647/2015,1280115,PDT,2015-05-21,2015,1,0,0,0,0,0,389.863.547.758.284,1,0,PMDB,0
2075,PL 1646/2015,1280114,PT,2015-05-21,2015,0,1,0,0,0,0,124.756.335.282.651,1,0,PMDB,0
2076,PL 1645/2015,1280113,PT,2015-05-21,2015,0,1,0,0,0,0,124.756.335.282.651,1,0,PMDB,0
2077,PL 1644/2015,1280106,PT,2015-05-21,2015,0,1,0,0,0,0,124.756.335.282.651,1,0,PMDB,0
2078,PL 1640/2015,1280078,PP,2015-05-21,2015,1,0,1,0,1,0,490.578.297.595.841,0,0,PMDB,0
2079,PL 1638/2015,1280059,PP,2015-05-21,2015,0,0,1,0,0,0,490.578.297.595.841,0,0,PMDB,0
2080,PL 1637/2015,1280058,PP,2015-05-21,2015,0,0,0,1,0,0,490.578.297.595.841,0,0,PMDB,0
2081,PL 1636/2015,1280056,PDT,2015-05-21,2015,0,1,0,1,0,0,389.863.547.758.284,1,0,PMDB,0
2082,PL 1641/2015,1280085,PR,2015-05-21,2015,0,1,1,0,0,0,662.768.031.189.083,1,0,PMDB,0
2083,PL 1658/2015,1280674,PSB,2015-05-22,2015,1,0,0,0,0,0,623.781.676.413.255,1,0,PMDB,0
2084,PL 1660/2015,1280742,PSC,2015-05-22,2015,0,0,1,0,0,0,490.578.297.595.841,1,0,PMDB,0
2085,PL 1664/2015,1280762,PMDB,2015-05-25,2015,0,0,0,1,0,0,490.578.297.595.841,1,0,PMDB,1
2086,PL 1691/2015,1295999,DEM,2015-05-26,2015,0,1,0,0,0,1,428.849.902.534.113,0,1,PMDB,0
2087,PL 1689/2015,1295970,PROS,2015-05-26,2015,0,1,0,0,0,1,23.391.812.865.497,1,0,PMDB,0
2088,PL 1687/2015,1295930,PT,2015-05-26,2015,0,0,0,1,0,0,124.756.335.282.651,1,0,PMDB,0
2089,PL 1683/2015,1295865,PCDOB,2015-05-26,2015,0,1,0,0,0,0,253.411.306.042.884,1,0,PMDB,0
2090,PL 1679/2015,1295775,PSD,2015-05-26,2015,0,0,1,1,0,1,662.768.031.189.083,1,0,PMDB,0
2091,PL 1678/2015,1295755,PTB,2015-05-26,2015,0,1,0,0,0,0,490.578.297.595.841,0,0,PMDB,0
2092,PL 1675/2015,1295740,PMDB,2015-05-26,2015,0,0,0,1,1,0,490.578.297.595.841,1,0,PMDB,1
2093,PL 1673/2015,1295736,PMDB,2015-05-26,2015,0,1,0,0,0,0,490.578.297.595.841,1,0,PMDB,1
2094,PL 1716/2015,1299617,PPS,2015-05-27,2015,0,0,1,0,0,0,214.424.951.267.056,0,1,PMDB,0
2095,PL 1715/2015,1299615,PT,2015-05-27,2015,0,0,0,1,0,0,124.756.335.282.651,1,0,PMDB,0
2096,PL 1707/2015,1299560,PMDB,2015-05-27,2015,0,1,0,0,0,0,490.578.297.595.841,1,0,PMDB,1
2097,PL 1708/2015,1299561,PMDB,2015-05-27,2015,0,1,0,0,0,0,490.578.297.595.841,1,0,PMDB,1
2098,PL 1706/2015,1299532,PTB,2015-05-27,2015,0,1,0,0,0,0,490.578.297.595.841,0,0,PMDB,0
2099,PL 1705/2015,1299505,PP,2015-05-27,2015,0,0,0,1,0,0,490.578.297.595.841,0,0,PMDB,0
2100,PL 1711/2015,1299574,PV,2015-05-27,2015,0,1,0,0,0,1,155.945.419.103.313,0,0,PMDB,0
2101,PL 1702/2015,1297621,PSB,2015-05-27,2015,0,0,0,1,1,0,623.781.676.413.255,1,0,PMDB,0
2102,PL 1699/2015,1297521,SD,2015-05-27,2015,0,1,0,0,0,0,311.890.838.206.627,1,0,PMDB,0
2103,PL 1700/2015,1297573,SD,2015-05-27,2015,0,1,0,0,0,0,311.890.838.206.627,1,0,PMDB,0
2104,PL 1697/2015,1297480,PSDB,2015-05-27,2015,0,0,0,1,0,0,1.033.138.401.559.450,0,1,PMDB,0
2105,PL 1696/2015,1297479,PSDB,2015-05-27,2015,0,1,0,0,0,0,1.033.138.401.559.450,0,1,PMDB,0
2106,PL 1704/2015,1297623,PSB,2015-05-27,2015,1,0,0,0,0,0,623.781.676.413.255,1,0,PMDB,0
2107,PL 1724/2015,1299740,PDT,2015-05-28,2015,0,1,0,0,0,1,389.863.547.758.284,1,0,PMDB,0
2108,PL 1730/2015,1299850,DEM,2015-05-28,2015,1,0,0,0,0,0,428.849.902.534.113,0,1,PMDB,0
2109,PL 1733/2015,1301025,PSB,2015-05-28,2015,0,0,0,1,0,1,623.781.676.413.255,1,0,PMDB,0
