,nomeProposicao,idProposicao,partidoAutor,DataApresentacao,Ano,Administração e Políticas Públicas,Desenvolvimento Social e Urbano,Direitos e Justiça,Economia e Desenvolvimento Sustentável,Infraestrutura e Gestão de Recursos,VirouLei,Influencia,Aliado,Oposição,Partido_Pres_Cam,PPC_igual_partidoAutor
0,PL 4926/2013,564574,PR,2013-02-04,2013,0,1,0,0,0,0,246.913.580.246.913,1,0,PMDB,0
1,PL 4931/2013,564595,PR,2013-02-04,2013,1,1,0,0,1,0,246.913.580.246.913,1,0,PMDB,0
2,PL 4928/2013,564579,PSB,2013-02-04,2013,0,1,0,0,0,0,487.329.434.697.855,1,0,PMDB,0
3,PL 4936/2013,564610,PR,2013-02-05,2013,0,0,0,1,0,0,246.913.580.246.913,1,0,PMDB,0
4,PL 4937/2013,564611,PSD,2013-02-05,2013,0,0,0,1,0,0,779.727.095.516.569,1,0,PMDB,0
5,PL 4940/2013,564649,PSB,2013-02-05,2013,0,1,0,0,0,0,487.329.434.697.855,1,0,PMDB,0
6,PL 4941/2013,564650,PSB,2013-02-05,2013,0,0,0,1,0,0,487.329.434.697.855,1,0,PMDB,0
7,PL 4944/2013,564681,PSC,2013-02-05,2013,1,0,0,1,0,0,253.411.306.042.884,1,0,PMDB,0
8,PL 4946/2013,564684,PR,2013-02-05,2013,1,1,0,0,0,0,246.913.580.246.913,1,0,PMDB,0
9,PL 4947/2013,564686,PSD,2013-02-05,2013,0,1,0,0,0,0,779.727.095.516.569,1,0,PMDB,0
10,PL 4954/2013,564726,PR,2013-02-05,2013,0,0,1,0,0,0,246.913.580.246.913,1,0,PMDB,0
11,PL 4955/2013,564727,PR,2013-02-05,2013,0,1,0,0,0,0,246.913.580.246.913,1,0,PMDB,0
12,PL 4963/2013,564761,PSC,2013-02-06,2013,1,0,0,0,1,0,253.411.306.042.884,1,0,PMDB,0
13,PL 4962/2013,564760,PTDOB,2013-02-06,2013,1,0,0,0,0,0,246.913.580.246.913,0,0,PMDB,0
14,PL 4956/2013,564740,PCDOB,2013-02-06,2013,0,1,0,0,0,0,272.904.483.430.799,1,0,PMDB,0
15,PL 4960/2013,564755,DEM,2013-02-06,2013,0,0,0,1,0,0,487.329.434.697.855,0,1,PMDB,0
16,PL 4972/2013,564836,DEM,2013-02-08,2013,0,0,1,0,0,0,487.329.434.697.855,0,1,PMDB,0
17,PL 4973/2013,564852,PMDB,2013-02-13,2013,0,0,0,1,1,0,1.481.481.481.481.480,1,0,PMDB,1
18,PL 4978/2013,564946,PDT,2013-02-19,2013,0,0,0,1,1,0,331.384.015.594.541,1,0,PMDB,0
19,PL 4980/2013,564967,PMDB,2013-02-19,2013,0,1,0,0,0,0,1.481.481.481.481.480,1,0,PMDB,1
20,PL 4985/2013,565009,PSDB,2013-02-19,2013,1,0,1,0,1,0,896.686.159.844.054,0,1,PMDB,0
21,PL 5020/2013,565430,PSB,2013-02-20,2013,0,1,0,1,0,1,487.329.434.697.855,1,0,PMDB,0
22,PL 5004/2013,565322,PMDB,2013-02-20,2013,0,0,1,1,0,0,1.481.481.481.481.480,1,0,PMDB,1
23,PL 5003/2013,565318,PR,2013-02-20,2013,0,1,0,1,0,0,246.913.580.246.913,1,0,PMDB,0
24,PL 5001/2013,565312,PTB,2013-02-20,2013,1,1,0,0,0,0,331.384.015.594.541,0,0,PMDB,0
25,PL 5000/2013,565300,PMDB,2013-02-20,2013,0,0,0,1,1,0,1.481.481.481.481.480,1,0,PMDB,1
26,PL 5013/2013,565404,PMDB,2013-02-20,2013,1,0,0,0,1,1,1.481.481.481.481.480,1,0,PMDB,1
27,PL 5002/2013,565315,PSOL,2013-02-20,2013,0,0,1,0,0,0,58.479.532.163.742,0,1,PMDB,0
28,PL 5008/2013,565395,PT,2013-02-20,2013,1,0,0,1,0,0,1.715.399.610.136.450,1,0,PMDB,0
29,PL 5007/2013,565391,PT,2013-02-20,2013,0,1,0,0,0,0,1.715.399.610.136.450,1,0,PMDB,0
30,PL 4994/2013,565249,PCDOB,2013-02-20,2013,0,1,0,0,0,0,272.904.483.430.799,1,0,PMDB,0
31,PL 4992/2013,565215,PSDB,2013-02-20,2013,0,1,0,0,0,0,896.686.159.844.054,0,1,PMDB,0
32,PL 4996/2013,565264,PV,2013-02-20,2013,0,0,0,1,0,0,175.438.596.491.228,0,0,PMDB,0
33,PL 4991/2013,565174,DEM,2013-02-20,2013,0,1,0,0,0,0,487.329.434.697.855,0,1,PMDB,0
34,PL 4988/2013,565167,DEM,2013-02-20,2013,1,0,0,0,0,0,487.329.434.697.855,0,1,PMDB,0
35,PL 5006/2013,565341,DEM,2013-02-21,2013,0,1,0,0,0,0,487.329.434.697.855,0,1,PMDB,0
36,PL 5012/2013,565402,PP,2013-02-21,2013,0,0,1,0,0,0,799.220.272.904.483,0,0,PMDB,0
37,PL 5014/2013,565405,PDT,2013-02-21,2013,1,0,1,0,1,0,331.384.015.594.541,1,0,PMDB,0
38,PL 5023/2013,565563,PV,2013-02-25,2013,0,0,1,0,0,0,175.438.596.491.228,0,0,PMDB,0
39,PL 5022/2013,565545,PSD,2013-02-25,2013,1,1,0,0,0,0,779.727.095.516.569,1,0,PMDB,0
40,PL 5046/2013,565717,PSD,2013-02-26,2013,0,1,0,0,0,0,779.727.095.516.569,1,0,PMDB,0
41,PL 5045/2013,565715,PSD,2013-02-26,2013,0,0,1,0,0,0,779.727.095.516.569,1,0,PMDB,0
42,PL 5044/2013,565714,PSD,2013-02-26,2013,0,1,1,0,0,0,779.727.095.516.569,1,0,PMDB,0
43,PL 5042/2013,565688,PMDB,2013-02-26,2013,0,0,0,1,0,0,1.481.481.481.481.480,1,0,PMDB,1
44,PL 5049/2013,565721,PSDB,2013-02-26,2013,1,0,0,1,0,0,896.686.159.844.054,0,1,PMDB,0
45,PL 5041/2013,565685,PSDB,2013-02-26,2013,0,0,1,0,0,0,896.686.159.844.054,0,1,PMDB,0
46,PL 5039/2013,565674,PT,2013-02-26,2013,0,0,1,0,0,0,1.715.399.610.136.450,1,0,PMDB,0
47,PL 5038/2013,565667,REPUBLICANOS,2013-02-26,2013,0,1,0,0,0,0,194.931.773.879.142,1,0,PMDB,0
48,PL 5037/2013,565659,DEM,2013-02-26,2013,0,0,0,1,0,0,487.329.434.697.855,0,1,PMDB,0
49,PL 5029/2013,565632,PSB,2013-02-26,2013,0,0,1,0,0,0,487.329.434.697.855,1,0,PMDB,0
50,PL 5035/2013,565650,REPUBLICANOS,2013-02-26,2013,0,0,1,0,0,0,194.931.773.879.142,1,0,PMDB,0
51,PL 5034/2013,565649,PSD,2013-02-26,2013,1,0,0,0,1,0,779.727.095.516.569,1,0,PMDB,0
52,PL 5031/2013,565634,PT,2013-02-26,2013,0,1,0,0,0,0,1.715.399.610.136.450,1,0,PMDB,0
53,PL 5028/2013,565631,PT,2013-02-26,2013,0,1,0,0,0,0,1.715.399.610.136.450,1,0,PMDB,0
54,PL 5027/2013,565625,PMDB,2013-02-26,2013,0,1,0,0,0,0,1.481.481.481.481.480,1,0,PMDB,1
55,PL 5025/2013,565578,PMDB,2013-02-26,2013,0,0,1,0,0,0,1.481.481.481.481.480,1,0,PMDB,1
56,PL 5024/2013,565572,PP,2013-02-26,2013,0,1,0,0,0,0,799.220.272.904.483,0,0,PMDB,0
57,PL 5036/2013,565654,PSB,2013-02-26,2013,0,1,0,1,0,0,487.329.434.697.855,1,0,PMDB,0
58,PL 5063/2013,565797,PSD,2013-02-27,2013,0,0,1,0,0,0,779.727.095.516.569,1,0,PMDB,0
59,PL 5068/2013,565881,REPUBLICANOS,2013-02-27,2013,1,0,1,0,1,0,194.931.773.879.142,1,0,PMDB,0
60,PL 5066/2013,565828,PSDB,2013-02-27,2013,0,1,0,0,0,0,896.686.159.844.054,0,1,PMDB,0
61,PL 5060/2013,565766,PT,2013-02-27,2013,0,1,0,0,0,1,1.715.399.610.136.450,1,0,PMDB,0
62,PL 5061/2013,565773,PR,2013-02-27,2013,0,0,1,0,0,0,246.913.580.246.913,1,0,PMDB,0
63,PL 5058/2013,565755,PT,2013-02-27,2013,1,0,0,0,0,0,1.715.399.610.136.450,1,0,PMDB,0
64,PL 5056/2013,565753,PT,2013-02-27,2013,0,1,0,0,0,1,1.715.399.610.136.450,1,0,PMDB,0
65,PL 5051/2013,565738,PSD,2013-02-27,2013,0,1,0,1,0,0,779.727.095.516.569,1,0,PMDB,0
66,PL 5050/2013,565735,PSDB,2013-02-27,2013,0,0,1,0,0,0,896.686.159.844.054,0,1,PMDB,0
67,PL 5059/2013,565756,PT,2013-02-27,2013,0,1,1,0,0,0,1.715.399.610.136.450,1,0,PMDB,0
68,PL 5071/2013,565902,DEM,2013-02-28,2013,0,0,1,0,0,0,487.329.434.697.855,0,1,PMDB,0
69,PL 5070/2013,565888,PPS,2013-02-28,2013,0,1,0,0,0,1,155.945.419.103.313,0,1,PMDB,0
70,PL 5073/2013,565906,DEM,2013-02-28,2013,0,1,0,0,0,0,487.329.434.697.855,0,1,PMDB,0
71,PL 5075/2013,565908,DEM,2013-02-28,2013,0,1,0,0,0,0,487.329.434.697.855,0,1,PMDB,0
72,PL 5078/2013,565984,PSC,2013-02-28,2013,0,1,0,0,0,0,253.411.306.042.884,1,0,PMDB,0
73,PL 5079/2013,565991,PSD,2013-02-28,2013,1,0,0,0,1,0,779.727.095.516.569,1,0,PMDB,0
74,PL 5080/2013,565992,PSD,2013-02-28,2013,0,1,0,0,0,0,779.727.095.516.569,1,0,PMDB,0
75,PL 5081/2013,565993,PSD,2013-02-28,2013,0,0,0,1,0,0,779.727.095.516.569,1,0,PMDB,0
76,PL 5082/2013,565997,PDT,2013-02-28,2013,0,1,1,0,0,0,331.384.015.594.541,1,0,PMDB,0
77,PL 5084/2013,566064,PSDB,2013-03-01,2013,0,0,0,1,0,0,896.686.159.844.054,0,1,PMDB,0
78,PL 5087/2013,566254,PSD,2013-03-04,2013,0,0,0,1,0,0,779.727.095.516.569,1,0,PMDB,0
79,PL 5086/2013,566219,PR,2013-03-04,2013,0,1,0,0,0,0,246.913.580.246.913,1,0,PMDB,0
80,PL 5085/2013,566186,PSD,2013-03-04,2013,0,1,0,0,0,0,779.727.095.516.569,1,0,PMDB,0
81,PL 5090/2013,566517,PSDB,2013-03-06,2013,0,1,0,0,0,1,896.686.159.844.054,0,1,PMDB,0
82,PL 5091/2013,566551,PR,2013-03-06,2013,0,1,0,1,0,0,246.913.580.246.913,1,0,PMDB,0
83,PL 5098/2013,566636,PP,2013-03-06,2013,0,0,1,0,0,0,799.220.272.904.483,0,0,PMDB,0
84,PL 5099/2013,566640,PR,2013-03-06,2013,0,0,1,0,0,0,246.913.580.246.913,1,0,PMDB,0
85,PL 5103/2013,566645,DEM,2013-03-06,2013,0,0,1,0,0,0,487.329.434.697.855,0,1,PMDB,0
86,PL 5104/2013,566660,PMDB,2013-03-06,2013,0,1,0,0,0,0,1.481.481.481.481.480,1,0,PMDB,1
87,PL 5105/2013,566682,PSD,2013-03-06,2013,0,1,0,0,0,0,779.727.095.516.569,1,0,PMDB,0
88,PL 5106/2013,566718,PMDB,2013-03-06,2013,0,1,0,0,0,0,1.481.481.481.481.480,1,0,PMDB,1
89,PL 5109/2013,566771,PSB,2013-03-07,2013,1,0,0,0,1,0,487.329.434.697.855,1,0,PMDB,0
90,PL 5112/2013,566806,PSDB,2013-03-07,2013,0,1,1,0,0,0,896.686.159.844.054,0,1,PMDB,0
91,PL 5115/2013,566882,PSDB,2013-03-08,2013,0,1,0,0,0,0,896.686.159.844.054,0,1,PMDB,0
92,PL 5131/2013,567186,PR,2013-03-12,2013,0,0,0,1,0,0,246.913.580.246.913,1,0,PMDB,0
93,PL 5130/2013,567174,PSDB,2013-03-12,2013,0,1,0,0,0,0,896.686.159.844.054,0,1,PMDB,0
94,PL 5129/2013,567172,PSDB,2013-03-12,2013,1,0,0,1,1,0,896.686.159.844.054,0,1,PMDB,0
95,PL 5126/2013,567115,PMDB,2013-03-12,2013,1,0,0,0,1,0,1.481.481.481.481.480,1,0,PMDB,1
96,PL 5119/2013,567007,PSDB,2013-03-12,2013,0,1,0,0,0,0,896.686.159.844.054,0,1,PMDB,0
97,PL 5118/2013,566990,PSD,2013-03-12,2013,0,0,0,1,0,0,779.727.095.516.569,1,0,PMDB,0
98,PL 5117/2013,566983,PT,2013-03-12,2013,1,0,0,0,0,0,1.715.399.610.136.450,1,0,PMDB,0
99,PL 5123/2013,567088,DEM,2013-03-12,2013,0,0,1,0,0,0,487.329.434.697.855,0,1,PMDB,0
100,PL 5133/2013,567257,PV,2013-03-13,2013,0,0,1,0,0,0,175.438.596.491.228,0,0,PMDB,0
101,PL 5136/2013,567498,PDT,2013-03-13,2013,0,1,0,0,0,0,331.384.015.594.541,1,0,PMDB,0
102,PL 5139/2013,567592,PMDB,2013-03-13,2013,0,0,0,1,0,0,1.481.481.481.481.480,1,0,PMDB,1
103,PL 5140/2013,567593,PMDB,2013-03-13,2013,0,1,1,0,0,0,1.481.481.481.481.480,1,0,PMDB,1
104,PL 5143/2013,567601,PP,2013-03-13,2013,0,1,0,1,0,0,799.220.272.904.483,0,0,PMDB,0
105,PL 5144/2013,567602,PP,2013-03-13,2013,1,0,0,1,0,0,799.220.272.904.483,0,0,PMDB,0
106,PL 5145/2013,567625,PPS,2013-03-13,2013,1,1,0,0,0,0,155.945.419.103.313,0,1,PMDB,0
107,PL 5146/2013,567636,PSD,2013-03-13,2013,0,1,0,0,0,0,779.727.095.516.569,1,0,PMDB,0
108,PL 5161/2013,567835,DEM,2013-03-14,2013,0,0,1,0,0,0,487.329.434.697.855,0,1,PMDB,0
109,PL 5159/2013,567807,PR,2013-03-14,2013,0,0,1,0,0,0,246.913.580.246.913,1,0,PMDB,0
110,PL 5157/2013,567803,PR,2013-03-14,2013,1,0,0,0,0,0,246.913.580.246.913,1,0,PMDB,0
111,PL 5155/2013,567761,PSD,2013-03-14,2013,1,0,1,0,1,0,779.727.095.516.569,1,0,PMDB,0
112,PL 5150/2013,567664,DEM,2013-03-14,2013,0,1,1,0,0,0,487.329.434.697.855,0,1,PMDB,0
113,PL 5147/2013,567659,DEM,2013-03-14,2013,1,0,0,1,0,0,487.329.434.697.855,0,1,PMDB,0
114,PL 5154/2013,567758,PR,2013-03-14,2013,0,0,0,1,0,0,246.913.580.246.913,1,0,PMDB,0
115,PL 5162/2013,567877,PSD,2013-03-15,2013,0,0,1,0,0,0,779.727.095.516.569,1,0,PMDB,0
116,PL 5163/2013,567888,PSDB,2013-03-15,2013,0,0,0,1,0,0,896.686.159.844.054,0,1,PMDB,0
117,PL 5166/2013,567963,PMDB,2013-03-18,2013,0,0,0,1,0,0,1.481.481.481.481.480,1,0,PMDB,1
118,PL 5170/2013,568237,PP,2013-03-19,2013,0,1,0,0,0,0,799.220.272.904.483,0,0,PMDB,0
119,PL 5173/2013,568312,PSD,2013-03-19,2013,0,0,1,0,0,0,779.727.095.516.569,1,0,PMDB,0
120,PL 5175/2013,568316,PSD,2013-03-19,2013,1,1,1,0,1,0,779.727.095.516.569,1,0,PMDB,0
121,PL 5176/2013,568332,PP,2013-03-19,2013,0,1,0,0,0,0,799.220.272.904.483,0,0,PMDB,0
122,PL 5203/2013,568729,PT,2013-03-20,2013,0,0,0,1,0,0,1.715.399.610.136.450,1,0,PMDB,0
123,PL 5204/2013,568733,PSD,2013-03-20,2013,1,0,0,0,1,0,779.727.095.516.569,1,0,PMDB,0
124,PL 5202/2013,568722,DEM,2013-03-20,2013,1,0,0,0,0,0,487.329.434.697.855,0,1,PMDB,0
125,PL 5194/2013,568561,PT,2013-03-20,2013,1,0,0,1,1,0,1.715.399.610.136.450,1,0,PMDB,0
126,PL 5198/2013,568661,PMDB,2013-03-20,2013,1,0,0,0,1,0,1.481.481.481.481.480,1,0,PMDB,1
127,PL 5188/2013,568480,PSD,2013-03-20,2013,0,1,0,0,0,0,779.727.095.516.569,1,0,PMDB,0
128,PL 5178/2013,568372,DEM,2013-03-20,2013,1,0,0,1,0,0,487.329.434.697.855,0,1,PMDB,0
129,PL 5193/2013,568545,PMDB,2013-03-20,2013,0,0,1,0,0,0,1.481.481.481.481.480,1,0,PMDB,1
130,PL 5183/2013,568378,DEM,2013-03-20,2013,0,0,1,0,0,0,487.329.434.697.855,0,1,PMDB,0
131,PL 5182/2013,568376,DEM,2013-03-20,2013,0,0,0,1,0,0,487.329.434.697.855,0,1,PMDB,0
132,PL 5207/2013,568765,PDT,2013-03-21,2013,1,0,1,0,1,1,331.384.015.594.541,1,0,PMDB,0
133,PL 5210/2013,568776,DEM,2013-03-21,2013,0,0,1,0,0,0,487.329.434.697.855,0,1,PMDB,0
134,PL 5211/2013,568778,DEM,2013-03-21,2013,0,0,1,0,0,0,487.329.434.697.855,0,1,PMDB,0
135,PL 5213/2013,568781,DEM,2013-03-21,2013,0,0,1,0,0,0,487.329.434.697.855,0,1,PMDB,0
136,PL 5214/2013,568782,DEM,2013-03-21,2013,0,0,1,0,0,0,487.329.434.697.855,0,1,PMDB,0
137,PL 5218/2013,568856,PPS,2013-03-21,2013,0,1,0,0,0,0,155.945.419.103.313,0,1,PMDB,0
138,PL 5222/2013,568866,PDT,2013-03-21,2013,0,0,0,1,1,0,331.384.015.594.541,1,0,PMDB,0
139,PL 5225/2013,568893,PMDB,2013-03-21,2013,0,1,0,0,0,0,1.481.481.481.481.480,1,0,PMDB,1
140,PL 5226/2013,568899,PMDB,2013-03-21,2013,1,0,0,0,1,0,1.481.481.481.481.480,1,0,PMDB,1
141,PL 5205/2013,568758,PSB,2013-03-21,2013,0,1,0,0,0,0,487.329.434.697.855,1,0,PMDB,0
142,PL 5227/2013,569120,PDT,2013-03-25,2013,1,0,0,1,0,0,331.384.015.594.541,1,0,PMDB,0
143,PL 5242/2013,569343,PP,2013-03-26,2013,0,0,1,0,0,0,799.220.272.904.483,0,0,PMDB,0
144,PL 5239/2013,569323,PSC,2013-03-26,2013,1,1,0,0,0,0,253.411.306.042.884,1,0,PMDB,0
145,PL 5241/2013,569342,PT,2013-03-26,2013,1,0,0,0,0,0,1.715.399.610.136.450,1,0,PMDB,0
146,PL 5233/2013,569273,PR,2013-03-26,2013,1,0,0,1,1,0,246.913.580.246.913,1,0,PMDB,0
147,PL 5230/2013,569177,PSD,2013-03-26,2013,0,0,0,1,0,1,779.727.095.516.569,1,0,PMDB,0
148,PL 5254/2013,569550,DEM,2013-03-26,2013,0,1,0,0,0,1,487.329.434.697.855,0,1,PMDB,0
149,PL 5237/2013,569296,PSD,2013-03-26,2013,0,0,1,0,0,0,779.727.095.516.569,1,0,PMDB,0
150,PL 5258/2013,569561,PSB,2013-03-27,2013,0,0,1,0,0,0,487.329.434.697.855,1,0,PMDB,0
151,PL 5260/2013,569644,PT,2013-03-27,2013,1,0,0,0,0,0,1.715.399.610.136.450,1,0,PMDB,0
152,PL 5250/2013,569492,PR,2013-03-27,2013,0,1,0,0,0,0,246.913.580.246.913,1,0,PMDB,0
153,PL 5243/2013,569412,PSB,2013-03-27,2013,0,1,0,0,0,0,487.329.434.697.855,1,0,PMDB,0
154,PL 5256/2013,569557,PSB,2013-03-27,2013,0,0,1,0,0,0,487.329.434.697.855,1,0,PMDB,0
155,PL 5261/2013,569765,PT,2013-04-01,2013,1,1,0,0,0,0,1.715.399.610.136.450,1,0,PMDB,0
156,PL 5262/2013,569769,PSC,2013-04-01,2013,0,1,0,0,0,0,253.411.306.042.884,1,0,PMDB,0
157,PL 5285/2013,570031,PSD,2013-04-02,2013,0,0,0,1,0,0,779.727.095.516.569,1,0,PMDB,0
158,PL 5282/2013,570006,PMDB,2013-04-02,2013,0,0,0,1,0,0,1.481.481.481.481.480,1,0,PMDB,1
159,PL 5280/2013,570001,PMDB,2013-04-02,2013,0,1,0,0,0,0,1.481.481.481.481.480,1,0,PMDB,1
160,PL 5279/2013,569996,DEM,2013-04-02,2013,0,0,0,1,0,0,487.329.434.697.855,0,1,PMDB,0
161,PL 5277/2013,569978,PT,2013-04-02,2013,0,1,0,0,0,0,1.715.399.610.136.450,1,0,PMDB,0
162,PL 5276/2013,569929,REPUBLICANOS,2013-04-02,2013,0,1,0,0,0,0,194.931.773.879.142,1,0,PMDB,0
163,PL 5271/2013,569891,PDT,2013-04-02,2013,1,0,1,0,0,0,331.384.015.594.541,1,0,PMDB,0
164,PL 5273/2013,569904,PR,2013-04-02,2013,0,0,1,0,0,0,246.913.580.246.913,1,0,PMDB,0
165,PL 5274/2013,569905,PR,2013-04-02,2013,0,1,0,0,0,0,246.913.580.246.913,1,0,PMDB,0
166,PL 5264/2013,569832,PMDB,2013-04-02,2013,0,1,0,0,0,0,1.481.481.481.481.480,1,0,PMDB,1
167,PL 5270/2013,569887,PMDB,2013-04-02,2013,0,1,0,0,0,0,1.481.481.481.481.480,1,0,PMDB,1
168,PL 5267/2013,569868,PMDB,2013-04-02,2013,1,0,1,0,1,0,1.481.481.481.481.480,1,0,PMDB,1
169,PL 5266/2013,569867,PMDB,2013-04-02,2013,0,0,1,1,0,0,1.481.481.481.481.480,1,0,PMDB,1
170,PL 5307/2013,570391,PSB,2013-04-03,2013,1,1,0,0,0,0,487.329.434.697.855,1,0,PMDB,0
171,PL 5299/2013,570349,PSC,2013-04-03,2013,0,0,1,0,0,0,253.411.306.042.884,1,0,PMDB,0
172,PL 5298/2013,570326,PSDB,2013-04-03,2013,0,0,1,0,0,0,896.686.159.844.054,0,1,PMDB,0
173,PL 5308/2013,570395,PTB,2013-04-03,2013,1,1,0,0,1,0,331.384.015.594.541,0,0,PMDB,0
174,PL 5293/2013,570122,PSD,2013-04-03,2013,0,1,0,0,0,0,779.727.095.516.569,1,0,PMDB,0
175,PL 5292/2013,570094,PV,2013-04-03,2013,0,1,0,1,0,0,175.438.596.491.228,0,0,PMDB,0
176,PL 5288/2013,570065,PSD,2013-04-03,2013,1,0,0,0,0,0,779.727.095.516.569,1,0,PMDB,0
177,PL 5294/2013,570226,PDT,2013-04-03,2013,0,1,0,0,0,0,331.384.015.594.541,1,0,PMDB,0
178,PL 5327/2013,570551,DEM,2013-04-04,2013,0,1,0,0,0,0,487.329.434.697.855,0,1,PMDB,0
179,PL 5312/2013,570421,PDT,2013-04-04,2013,0,1,0,0,0,1,331.384.015.594.541,1,0,PMDB,0
180,PL 5314/2013,570425,DEM,2013-04-04,2013,0,1,0,0,0,0,487.329.434.697.855,0,1,PMDB,0
181,PL 5315/2013,570427,DEM,2013-04-04,2013,0,0,1,0,0,0,487.329.434.697.855,0,1,PMDB,0
182,PL 5316/2013,570429,DEM,2013-04-04,2013,0,1,0,0,0,0,487.329.434.697.855,0,1,PMDB,0
183,PL 5318/2013,570455,PSB,2013-04-04,2013,0,0,1,0,0,0,487.329.434.697.855,1,0,PMDB,0
184,PL 5319/2013,570482,PR,2013-04-04,2013,1,0,0,0,1,0,246.913.580.246.913,1,0,PMDB,0
185,PL 5323/2013,570519,PSDB,2013-04-04,2013,0,1,0,0,0,0,896.686.159.844.054,0,1,PMDB,0
186,PL 5324/2013,570524,PSDB,2013-04-04,2013,0,1,0,0,0,0,896.686.159.844.054,0,1,PMDB,0
187,PL 5325/2013,570538,PDT,2013-04-04,2013,0,1,0,0,0,0,331.384.015.594.541,1,0,PMDB,0
188,PL 5326/2013,570541,PV,2013-04-04,2013,0,1,0,0,0,0,175.438.596.491.228,0,0,PMDB,0
189,PL 5313/2013,570424,DEM,2013-04-04,2013,1,0,1,0,1,0,487.329.434.697.855,0,1,PMDB,0
190,PL 5338/2013,570790,PP,2013-04-05,2013,0,0,1,0,0,0,799.220.272.904.483,0,0,PMDB,0
191,PL 5344/2013,570970,PSDB,2013-04-09,2013,1,0,0,0,0,0,896.686.159.844.054,0,1,PMDB,0
192,PL 5346/2013,571116,PR,2013-04-09,2013,0,0,0,1,0,0,246.913.580.246.913,1,0,PMDB,0
193,PL 5347/2013,571135,PR,2013-04-09,2013,0,1,0,0,0,0,246.913.580.246.913,1,0,PMDB,0
194,PL 5348/2013,571137,PR,2013-04-09,2013,0,1,0,0,0,0,246.913.580.246.913,1,0,PMDB,0
195,PL 5350/2013,571172,PCDOB,2013-04-09,2013,0,1,0,0,0,0,272.904.483.430.799,1,0,PMDB,0
196,PL 5351/2013,571173,PDT,2013-04-09,2013,1,0,0,0,0,0,331.384.015.594.541,1,0,PMDB,0
197,PL 5352/2013,571203,PP,2013-04-09,2013,0,1,0,0,0,0,799.220.272.904.483,0,0,PMDB,0
198,PL 5342/2013,570940,PMDB,2013-04-09,2013,0,0,1,0,0,0,1.481.481.481.481.480,1,0,PMDB,1
199,PL 5353/2013,571218,PSDB,2013-04-10,2013,0,0,0,1,0,0,896.686.159.844.054,0,1,PMDB,0
200,PL 5378/2013,571808,PT,2013-04-11,2013,0,0,0,1,0,0,1.715.399.610.136.450,1,0,PMDB,0
201,PL 5375/2013,571672,PSB,2013-04-11,2013,0,0,0,1,0,0,487.329.434.697.855,1,0,PMDB,0
202,PL 5374/2013,571671,PSB,2013-04-11,2013,0,0,1,0,0,0,487.329.434.697.855,1,0,PMDB,0
203,PL 5373/2013,571670,PSB,2013-04-11,2013,1,0,0,0,0,0,487.329.434.697.855,1,0,PMDB,0
204,PL 5372/2013,571669,PSB,2013-04-11,2013,0,1,0,0,0,0,487.329.434.697.855,1,0,PMDB,0
205,PL 5370/2013,571666,PSB,2013-04-11,2013,0,0,1,0,0,0,487.329.434.697.855,1,0,PMDB,0
206,PL 5367/2013,571612,PSDB,2013-04-11,2013,0,0,1,0,0,0,896.686.159.844.054,0,1,PMDB,0
207,PL 5365/2013,571591,DEM,2013-04-11,2013,1,0,0,0,0,0,487.329.434.697.855,0,1,PMDB,0
208,PL 5364/2013,571589,DEM,2013-04-11,2013,0,1,0,0,0,0,487.329.434.697.855,0,1,PMDB,0
209,PL 5363/2013,571579,PSDB,2013-04-11,2013,0,1,0,0,0,0,896.686.159.844.054,0,1,PMDB,0
210,PL 5362/2013,571570,PDT,2013-04-11,2013,1,1,0,0,1,0,331.384.015.594.541,1,0,PMDB,0
211,PL 5360/2013,571563,PSD,2013-04-11,2013,0,1,0,1,0,0,779.727.095.516.569,1,0,PMDB,0
212,PL 5368/2013,571659,PT,2013-04-11,2013,1,0,0,0,1,0,1.715.399.610.136.450,1,0,PMDB,0
213,PL 5383/2013,572040,PMDB,2013-04-12,2013,0,1,0,0,0,0,1.481.481.481.481.480,1,0,PMDB,1
214,PL 5387/2013,572278,PP,2013-04-16,2013,1,0,0,0,1,0,799.220.272.904.483,0,0,PMDB,0
215,PL 5389/2013,572349,PR,2013-04-16,2013,1,0,0,0,1,0,246.913.580.246.913,1,0,PMDB,0
216,PL 5390/2013,572358,PSDB,2013-04-16,2013,1,1,0,0,0,0,896.686.159.844.054,0,1,PMDB,0
217,PL 5392/2013,572455,PCDOB,2013-04-16,2013,0,0,0,1,0,0,272.904.483.430.799,1,0,PMDB,0
218,PL 5399/2013,572865,DEM,2013-04-17,2013,0,0,0,1,0,0,487.329.434.697.855,0,1,PMDB,0
219,PL 5401/2013,572936,PT,2013-04-17,2013,1,0,0,0,0,0,1.715.399.610.136.450,1,0,PMDB,0
220,PL 5397/2013,572715,PSDB,2013-04-17,2013,0,1,0,0,0,0,896.686.159.844.054,0,1,PMDB,0
221,PL 5398/2013,572800,PP,2013-04-17,2013,0,0,1,0,0,0,799.220.272.904.483,0,0,PMDB,0
222,PL 5395/2013,572627,PSB,2013-04-17,2013,0,1,0,0,0,0,487.329.434.697.855,1,0,PMDB,0
223,PL 5404/2013,572987,DEM,2013-04-18,2013,1,0,0,1,1,0,487.329.434.697.855,0,1,PMDB,0
224,PL 5405/2013,572988,DEM,2013-04-18,2013,1,1,0,0,0,0,487.329.434.697.855,0,1,PMDB,0
