nomeProposicao,idProposicao,partidoAutor,DataApresentacao,VirouLei,Administração e Políticas Públicas,Desenvolvimento Social e Urbano,Direitos e Justiça,Economia e Desenvolvimento Sustentável,Infraestrutura e Gestão de Recursos
PL 2308/2015,1567800,PSDB      ,08/07/2015,0,0,1,0,0,0
PL 2304/2015,1555485,PMDB      ,08/07/2015,0,0,0,1,1,0
PL 2300/2015,1555428,PMDB      ,08/07/2015,0,1,0,0,0,1
PL 2301/2015,1555430,PMDB      ,08/07/2015,0,1,0,0,0,0
PL 2296/2015,1555374,PSDB      ,08/07/2015,0,0,1,0,0,0
PL 2287/2015,1555325,PCdoB     ,08/07/2015,0,0,1,0,0,0
PL 2288/2015,1555327,PMDB      ,08/07/2015,1,0,1,1,0,0
PL 2290/2015,1555334,PSDB      ,08/07/2015,1,0,1,0,1,0
PL 2284/2015,1555317,PV        ,08/07/2015,0,0,0,0,1,1
PL 2283/2015,1555306,PSB       ,08/07/2015,0,0,1,1,0,0
PL 2277/2015,1555280,PSDB      ,08/07/2015,0,0,1,0,0,0
PL 2275/2015,1555261,PMDB      ,08/07/2015,0,0,0,1,1,0
PL 2273/2015,1554389,SD        ,08/07/2015,0,0,0,0,1,1
PL 2270/2015,1554364,PMDB      ,08/07/2015,0,0,0,0,1,0
PL 2271/2015,1554384,SD        ,08/07/2015,0,0,0,0,1,0
PL 2268/2015,1554307,PRB       ,07/07/2015,0,0,1,1,0,0
PL 2267/2015,1554280,SD        ,07/07/2015,0,1,0,0,0,0
PL 2264/2015,1554261,PROS      ,07/07/2015,0,0,1,1,0,0
PL 2265/2015,1554273,PMN       ,07/07/2015,0,0,0,1,0,0
PL 2262/2015,1554259,PSDB      ,07/07/2015,0,0,1,0,0,0
PL 2259/2015,1554251,DEM       ,07/07/2015,0,1,0,0,0,0
PL 2255/2015,1554236,PP        ,07/07/2015,1,0,1,0,0,0
PL 2251/2015,1554162,PTB       ,07/07/2015,0,0,0,0,1,0
PL 2249/2015,1554143,PR        ,07/07/2015,0,0,1,0,0,0
PL 2248/2015,1554126,PMN       ,07/07/2015,0,0,1,0,0,0
PL 2245/2015,1554110,PMDB      ,07/07/2015,0,0,0,0,1,1
PL 2242/2015,1554106,PMDB      ,07/07/2015,0,1,0,0,0,0
PL 2243/2015,1554107,PMDB      ,07/07/2015,1,0,1,0,0,0
PL 2241/2015,1554105,PMDB      ,07/07/2015,0,0,1,0,0,0
PL 2239/2015,1554083,PMDB      ,07/07/2015,0,0,0,0,1,0
PL 2236/2015,1554066,PMDB      ,07/07/2015,0,0,0,1,0,0
PL 2235/2015,1554005,PDT       ,07/07/2015,0,1,0,0,0,0
PL 2228/2015,1549394,PHS       ,02/07/2015,0,1,0,0,0,0
PL 2224/2015,1549376,PSDB      ,02/07/2015,0,0,0,0,1,0
PL 2223/2015,1549371,PMDB      ,02/07/2015,0,0,1,0,0,0
PL 2222/2015,1549369,PMDB      ,02/07/2015,0,0,0,0,1,0
PL 2219/2015,1549362,PEN       ,02/07/2015,0,0,1,0,0,0
PL 2216/2015,1549329,PP        ,02/07/2015,0,0,0,1,0,0
PL 2215/2015,1549326,PSB       ,02/07/2015,0,0,1,0,1,0
PL 2212/2015,1549302,PSB       ,02/07/2015,0,0,0,1,0,0
PL 2210/2015,1549224,PMDB      ,02/07/2015,0,0,1,0,0,0
PL 2208/2015,1549121,PMDB      ,01/07/2015,0,0,1,0,0,0
PL 2205/2015,1549113,PSC       ,01/07/2015,0,0,0,1,0,0
PL 2203/2015,1549108,PEN       ,01/07/2015,0,1,0,0,1,0
PL 2201/2015,1549105,PMDB      ,01/07/2015,0,1,0,0,0,0
PL 2196/2015,1549061,PSD       ,01/07/2015,0,0,1,0,0,0
PL 2191/2015,1549020,PSC       ,01/07/2015,0,1,0,0,0,1
PL 2190/2015,1549018,PSC       ,01/07/2015,0,1,1,0,0,1
PL 2187/2015,1549001,PSDB      ,01/07/2015,0,0,1,0,0,0
PL 2179/2015,1548958,PSC       ,01/07/2015,0,0,0,1,0,0
PL 2178/2015,1548953,S.PART.   ,01/07/2015,0,0,1,0,0,0
PL 2603/2015,1618236,PCdoB     ,12/08/2015,1,0,1,0,0,0
PL 2176/2015,1548947,PT        ,01/07/2015,1,0,1,0,0,0
PL 2577/2015,1599111,PRB       ,11/08/2015,0,0,0,1,0,0
PL 2173/2015,1548901,PMDB      ,01/07/2015,0,0,0,1,0,0
PL 2174/2015,1548926,PRTB      ,01/07/2015,0,0,0,0,1,1
PL 2172/2015,1548897,PMDB      ,01/07/2015,0,1,0,0,0,1
PL 2171/2015,1548893,PMDB      ,01/07/2015,0,1,0,0,0,0
PL 2167/2015,1548849,DEM       ,01/07/2015,0,0,1,0,0,0
PL 2166/2015,1548832,PCdoB     ,01/07/2015,0,0,1,0,0,0
PL 2164/2015,1548829,PCdoB     ,01/07/2015,0,0,0,0,1,1
PL 2161/2015,1548824,PCdoB     ,01/07/2015,0,0,0,1,0,0
PL 2160/2015,1548819,PP        ,01/07/2015,0,0,1,0,0,0
PL 2157/2015,1548815,PP        ,01/07/2015,0,0,0,1,0,0
PL 2156/2015,1548814,PP        ,01/07/2015,0,0,1,0,1,0
PL 2145/2015,1548572,SD        ,30/06/2015,0,0,0,0,1,1
PL 2140/2015,1539973,PSDB      ,30/06/2015,0,0,1,0,0,0
PL 2134/2015,1539906,PP        ,30/06/2015,0,0,1,0,1,0
PL 2129/2015,1539874,PSDB      ,30/06/2015,0,0,0,0,1,0
PL 2559/2015,1598847,PRB       ,06/08/2015,0,0,1,1,0,0
PL 2122/2015,1537570,PSD       ,30/06/2015,0,1,0,0,0,0
PL 2120/2015,1537564,PSB       ,30/06/2015,0,0,0,0,1,0
PL 2117/2015,1537501,PT        ,30/06/2015,0,1,0,0,0,0
PL 2113/2015,1537410,PMDB      ,29/06/2015,0,0,0,1,0,0
PL 2112/2015,1537409,PMDB      ,29/06/2015,0,0,1,0,0,0
PL 2114/2015,1537434,PSD       ,29/06/2015,0,1,0,0,0,0
PL 2110/2015,1531537,PP        ,26/06/2015,0,0,0,0,1,0
PL 2105/2015,1527034,PSDB      ,25/06/2015,0,0,1,0,0,0
PL 2102/2015,1527021,PSD       ,25/06/2015,0,1,0,0,0,0
PL 2096/2015,1526950,PMDB      ,25/06/2015,0,0,0,0,1,0
PL 2097/2015,1526952,PSDB      ,25/06/2015,0,0,0,0,1,0
PL 2094/2015,1526939,SD        ,25/06/2015,0,0,1,0,0,0
PL 2085/2015,1526900,PTC       ,25/06/2015,0,0,0,1,0,0
PL 2078/2015,1526865,PMDB      ,25/06/2015,0,1,0,0,0,0
PL 2077/2015,1526864,PR        ,25/06/2015,0,1,0,0,0,0
PL 2076/2015,1518519,PTB       ,24/06/2015,0,1,0,0,0,0
PL 2072/2015,1518481,PR        ,24/06/2015,0,0,0,1,0,0
PL 2068/2015,1515762,PSD       ,24/06/2015,0,0,1,0,1,0
PL 2058/2015,1515643,PCdoB     ,24/06/2015,0,0,0,0,1,1
PL 2056/2015,1515625,DEM       ,23/06/2015,0,0,0,0,1,0
PL 2054/2015,1514651,PSDB      ,23/06/2015,0,0,1,0,0,0
PL 2045/2015,1514565,PRB       ,23/06/2015,0,0,1,1,0,0
PL 2044/2015,1514550,PDT       ,23/06/2015,0,1,0,0,0,0
PL 2046/2015,1514566,PMDB      ,23/06/2015,1,0,0,1,0,0
PL 2042/2015,1514520,PSDB      ,23/06/2015,1,0,1,0,0,0
PL 2041/2015,1514402,PMDB      ,22/06/2015,0,0,1,0,1,0
PL 2035/2015,1514341,PSD       ,19/06/2015,0,1,0,1,0,1
PL 2036/2015,1514342,PSD       ,19/06/2015,0,1,1,0,0,0
PL 2034/2015,1514340,PSD       ,19/06/2015,0,0,1,0,0,0
PL 2033/2015,1514339,PSD       ,19/06/2015,0,0,0,0,1,0
PL 2027/2015,1514184,PRB       ,18/06/2015,0,0,0,1,1,0
PL 2029/2015,1514225,PTB       ,18/06/2015,0,1,0,1,0,0
PL 2024/2015,1514158,PSDB      ,18/06/2015,0,0,1,0,0,0
PL 2023/2015,1514155,PT        ,18/06/2015,0,0,1,1,0,0
PL 2008/2015,1513976,PSB       ,18/06/2015,0,0,1,0,0,0
PL 2009/2015,1513977,PSB       ,18/06/2015,0,1,0,0,0,1
PL 2007/2015,1513975,PSB       ,18/06/2015,0,0,0,1,0,0
PL 2006/2015,1513974,PSB       ,18/06/2015,0,1,0,0,0,1
PL 2005/2015,1513970,PSDB      ,18/06/2015,0,0,0,1,0,0
PL 1998/2015,1513941,PSC       ,18/06/2015,0,0,0,1,1,0
PL 1994/2015,1513926,PSDB      ,18/06/2015,0,0,1,0,0,0
PL 1988/2015,1508224,PR        ,18/06/2015,0,0,1,0,0,0
PL 1982/2015,1504398,PHS       ,18/06/2015,0,0,0,0,1,0
PL 1983/2015,1504921,PMDB      ,18/06/2015,0,0,0,1,0,0
PL 1979/2015,1419049,PSOL      ,17/06/2015,0,0,1,0,0,0
PL 1975/2015,1414075,PRP       ,17/06/2015,0,0,1,0,0,0
PL 1974/2015,1414064,PMDB      ,17/06/2015,0,0,1,0,0,0
PL 1976/2015,1414080,PRB       ,17/06/2015,0,0,1,0,0,0
PL 1972/2015,1385924,PSD       ,17/06/2015,0,1,0,0,0,0
PL 1961/2015,1344449,PSD       ,17/06/2015,0,0,0,1,0,0
PL 1960/2015,1316208,PTB       ,17/06/2015,0,0,1,0,1,0
PL 1959/2015,1314816,PTB       ,17/06/2015,0,0,1,0,1,0
PL 1958/2015,1307669,PSD       ,17/06/2015,0,1,0,1,0,0
PL 1956/2015,1307607,DEM       ,17/06/2015,0,0,1,1,0,0
PL 1955/2015,1307598,PSDB      ,17/06/2015,0,0,0,0,1,0
PL 1951/2015,1307574,SD        ,17/06/2015,0,1,1,0,1,0
PL 1950/2015,1307558,PSDB      ,16/06/2015,0,0,0,0,1,0
PL 1946/2015,1307533,PRP       ,16/06/2015,0,0,1,0,0,0
PL 1945/2015,1307509,PMDB      ,16/06/2015,0,0,1,0,0,0
PL 1942/2015,1307506,PMDB      ,16/06/2015,0,0,1,0,0,0
PL 1939/2015,1307441,PDT       ,16/06/2015,0,1,0,0,0,0
PL 1938/2015,1307394,PSB       ,16/06/2015,1,0,1,0,0,0
PL 1937/2015,1307393,PMDB      ,16/06/2015,0,0,1,0,0,0
PL 1936/2015,1307392,PMDB      ,16/06/2015,0,0,1,0,0,0
PL 1934/2015,1307375,PRB       ,16/06/2015,0,0,1,0,0,0
PL 1930/2015,1307322,PDT       ,16/06/2015,0,0,1,0,0,0
PL 1929/2015,1307320,PT        ,16/06/2015,0,0,1,0,0,0
PL 1927/2015,1307315,PCdoB     ,16/06/2015,1,0,1,0,0,0
PL 1926/2015,1307314,PCdoB     ,16/06/2015,1,0,1,0,0,0
PL 1924/2015,1307306,PSDB      ,16/06/2015,0,0,0,0,1,1
PL 1923/2015,1307302,SD        ,16/06/2015,0,0,0,1,0,0
PL 1919/2015,1307198,PSD       ,15/06/2015,0,1,0,1,0,1
PL 1914/2015,1307175,PMDB      ,15/06/2015,0,0,0,0,1,0
PL 1910/2015,1307136,PSB       ,12/06/2015,0,0,0,0,1,1
PL 1909/2015,1307135,PSB       ,12/06/2015,0,0,1,0,0,0
PL 1905/2015,1307070,PRB       ,11/06/2015,0,0,0,1,0,0
PL 1901/2015,1306997,PMDB      ,11/06/2015,1,0,0,1,0,0
PL 1897/2015,1306993,PSDB      ,11/06/2015,0,0,0,0,1,1
PL 1896/2015,1306989,PDT       ,11/06/2015,0,0,1,0,0,0
PL 1892/2015,1306958,PP        ,11/06/2015,0,0,0,1,1,0
PL 1891/2015,1306957,PP        ,11/06/2015,0,0,0,0,1,1
PL 1886/2015,1306869,PP        ,11/06/2015,0,0,1,0,0,0
PL 1883/2015,1306707,PDT       ,11/06/2015,0,1,0,0,0,0
PL 1882/2015,1306701,PRB       ,11/06/2015,0,0,1,1,0,0
PL 1879/2015,1306687,PSC       ,11/06/2015,0,1,0,0,0,1
PL 1872/2015,1306650,PSB       ,11/06/2015,0,0,1,0,0,0
PL 1868/2015,1306609,PSD       ,11/06/2015,0,0,1,0,1,1
PL 1869/2015,1306610,PSD       ,11/06/2015,0,1,0,1,0,0
PL 1867/2015,1306608,PMDB      ,11/06/2015,0,0,1,0,1,0
PL 1866/2015,1306574,PSDB      ,10/06/2015,0,1,0,0,0,0
PL 1863/2015,1306565,PSL       ,10/06/2015,0,1,0,0,1,0
PL 1865/2015,1306567,PTC       ,10/06/2015,0,0,1,0,0,0
PL 1860/2015,1306550,PDT       ,10/06/2015,0,0,1,0,0,0
PL 1861/2015,1306563,PSB       ,10/06/2015,0,0,1,0,0,0
PL 1856/2015,1302811,PTB       ,10/06/2015,0,0,1,0,0,0
PL 1853/2015,1302785,PMDB      ,10/06/2015,0,0,1,0,0,0
PL 1851/2015,1302743,PP        ,10/06/2015,0,0,1,0,0,0
PL 1845/2015,1302627,PR        ,10/06/2015,0,1,0,0,0,1
PL 1844/2015,1302614,PMDB      ,10/06/2015,0,0,0,1,0,0
PL 1841/2015,1302594,PR        ,10/06/2015,0,0,0,1,0,0
PL 1839/2015,1302564,PMDB      ,10/06/2015,0,1,0,0,0,0
PL 1837/2015,1302561,PMDB      ,10/06/2015,0,0,0,1,0,0
PL 1836/2015,1302560,PSDB      ,10/06/2015,1,0,1,0,0,0
PL 1830/2015,1302486,PT        ,09/06/2015,1,0,1,0,0,0
PL 1827/2015,1302428,PSB       ,09/06/2015,0,0,0,1,1,0
PL 1826/2015,1302427,PSB       ,09/06/2015,0,0,1,0,0,0
PL 1824/2015,1302402,PP        ,09/06/2015,0,0,0,1,0,0
PL 1823/2015,1302396,PSDB      ,09/06/2015,0,0,1,0,0,0
PL 1821/2015,1302389,PMDB      ,09/06/2015,0,1,0,0,0,0
PL 1815/2015,1302324,PR        ,09/06/2015,0,0,0,1,0,0
PL 1812/2015,1302321,PMDB      ,09/06/2015,0,0,1,0,1,1
PL 1813/2015,1302322,PR        ,09/06/2015,0,1,0,1,0,0
PL 1806/2015,1302252,PMDB      ,09/06/2015,0,0,0,1,0,0
PL 1805/2015,1302240,PP        ,08/06/2015,0,0,0,0,1,0
PL 1803/2015,1302177,PMDB      ,08/06/2015,0,1,0,0,0,0
PL 1800/2015,1302009,PRB       ,03/06/2015,0,0,0,0,1,1
PL 1799/2015,1302007,PRB       ,03/06/2015,0,0,0,0,1,1
PL 1793/2015,1301757,PMDB      ,02/06/2015,0,0,1,0,0,0
PL 1792/2015,1301756,PMDB      ,02/06/2015,0,1,0,0,1,1
PL 1789/2015,1301667,PT        ,02/06/2015,0,0,0,1,0,0
PL 1786/2015,1301557,PMDB      ,02/06/2015,0,0,1,0,0,0
PL 1782/2015,1301539,PSD       ,02/06/2015,0,0,1,0,0,0
PL 1781/2015,1301537,PSD       ,02/06/2015,0,0,0,1,0,0
PL 1780/2015,1301532,PP        ,02/06/2015,0,1,0,0,0,0
PL 1779/2015,1301521,PSB       ,02/06/2015,1,0,1,0,1,0
PL 1773/2015,1301474,SD        ,01/06/2015,0,0,0,0,1,0
PL 1771/2015,1301472,SD        ,01/06/2015,0,0,0,1,0,0
PL 1767/2015,1301384,PR        ,01/06/2015,1,0,1,0,0,0
PL 1766/2015,1301339,PMDB      ,01/06/2015,0,0,1,0,0,0
PL 1762/2015,1301257,PMDB      ,01/06/2015,0,0,1,0,0,0
PL 1759/2015,1301236,PR        ,29/05/2015,0,1,0,0,0,0
PL 1758/2015,1301215,PCdoB     ,29/05/2015,0,1,0,0,0,0
PL 1747/2015,1301117,PP        ,28/05/2015,0,1,0,0,0,0
PL 1740/2015,1301078,PCdoB     ,28/05/2015,0,1,0,0,1,1
PL 1733/2015,1301025,PSB       ,28/05/2015,1,0,0,0,1,0
PL 1730/2015,1299850,DEM       ,28/05/2015,0,1,0,0,0,0
PL 1724/2015,1299740,PDT       ,28/05/2015,1,0,1,0,0,0
PL 1715/2015,1299615,PT        ,27/05/2015,0,0,0,0,1,0
PL 1716/2015,1299617,PPS       ,27/05/2015,0,0,0,1,0,0
PL 1711/2015,1299574,PV        ,27/05/2015,1,0,1,0,0,0
PL 1707/2015,1299560,PMDB      ,27/05/2015,0,0,1,0,0,0
PL 1708/2015,1299561,PMDB      ,27/05/2015,0,0,1,0,0,0
PL 1706/2015,1299532,PTB       ,27/05/2015,0,0,1,0,0,0
PL 1705/2015,1299505,PP        ,27/05/2015,0,0,0,0,1,0
PL 1704/2015,1297623,PSB       ,27/05/2015,0,1,0,0,0,0
PL 1702/2015,1297621,PSB       ,27/05/2015,0,0,0,0,1,1
PL 1699/2015,1297521,SD        ,27/05/2015,0,0,1,0,0,0
PL 1700/2015,1297573,SD        ,27/05/2015,0,0,1,0,0,0
PL 1697/2015,1297480,PSDB      ,27/05/2015,0,0,0,0,1,0
PL 1696/2015,1297479,PSDB      ,27/05/2015,0,0,1,0,0,0
PL 1691/2015,1295999,DEM       ,26/05/2015,1,0,1,0,0,0
PL 1689/2015,1295970,PROS      ,26/05/2015,1,0,1,0,0,0
PL 1687/2015,1295930,PT        ,26/05/2015,0,0,0,0,1,0
PL 1683/2015,1295865,PCdoB     ,26/05/2015,0,0,1,0,0,0
PL 1679/2015,1295775,PSD       ,26/05/2015,1,0,0,1,1,0
PL 1678/2015,1295755,PTB       ,26/05/2015,0,0,1,0,0,0
PL 1675/2015,1295740,PMDB      ,26/05/2015,0,0,0,0,1,1
PL 1673/2015,1295736,PMDB      ,26/05/2015,0,0,1,0,0,0
PL 1664/2015,1280762,PMDB      ,25/05/2015,0,0,0,0,1,0
PL 1660/2015,1280742,PSC       ,22/05/2015,0,0,0,1,0,0
PL 1658/2015,1280674,PSB       ,22/05/2015,0,1,0,0,0,0
PL 1655/2015,1280280,DEM       ,21/05/2015,0,0,0,0,1,0
PL 1656/2015,1280619,S.PART.   ,22/05/2015,0,1,0,0,0,0
PL 1647/2015,1280115,PDT       ,21/05/2015,0,1,0,0,0,0
PL 1646/2015,1280114,PT        ,21/05/2015,0,0,1,0,0,0
PL 1645/2015,1280113,PT        ,21/05/2015,0,0,1,0,0,0
PL 1644/2015,1280106,PT        ,21/05/2015,0,0,1,0,0,0
PL 1641/2015,1280085,PR        ,21/05/2015,0,0,1,1,0,0
PL 1640/2015,1280078,PP        ,21/05/2015,0,1,0,1,0,1
PL 1638/2015,1280059,PP        ,21/05/2015,0,0,0,1,0,0
PL 1637/2015,1280058,PP        ,21/05/2015,0,0,0,0,1,0
PL 1636/2015,1280056,PDT       ,21/05/2015,0,0,1,0,1,0
PL 1631/2015,1280000,PR        ,20/05/2015,0,0,0,1,0,0
PL 1630/2015,1279996,PTC       ,20/05/2015,0,1,0,0,0,0
PL 1629/2015,1279991,PSD       ,20/05/2015,0,0,1,0,0,0
PL 1627/2015,1279973,DEM       ,20/05/2015,0,1,0,0,0,0
PL 1628/2015,1279974,PSC       ,20/05/2015,1,0,1,0,0,0
PL 1626/2015,1279972,DEM       ,20/05/2015,0,1,0,0,0,0
PL 1623/2015,1279937,PSD       ,20/05/2015,0,0,0,1,0,0
PL 1619/2015,1279747,PTB       ,20/05/2015,0,0,0,0,1,0
PL 1618/2015,1279746,PP        ,20/05/2015,0,0,0,1,0,0
PL 1617/2015,1279745,PP        ,20/05/2015,0,0,0,1,0,0
PL 1612/2015,1279692,PSB       ,20/05/2015,0,0,0,1,0,0
PL 1610/2015,1279680,PHS       ,20/05/2015,0,0,0,0,1,1
PL 1609/2015,1279679,PHS       ,20/05/2015,0,0,0,0,1,1
PL 1606/2015,1279621,PSDB      ,19/05/2015,0,0,0,1,0,0
PL 1605/2015,1279612,PR        ,19/05/2015,0,0,0,1,0,0
PL 1604/2015,1279609,PR        ,19/05/2015,0,0,0,1,0,0
PL 1596/2015,1279565,SD        ,19/05/2015,0,1,0,0,0,1
PL 1595/2015,1279528,PPS       ,19/05/2015,0,1,1,0,0,1
PL 1593/2015,1279495,PP        ,19/05/2015,0,0,0,1,0,0
PL 1592/2015,1279494,PP        ,19/05/2015,0,1,0,1,0,0
PL 1591/2015,1279457,PP        ,19/05/2015,0,1,0,0,0,1
PL 1590/2015,1279454,PP        ,19/05/2015,0,0,0,1,0,0
PL 1588/2015,1279446,PT        ,19/05/2015,0,0,0,0,1,0
PL 1587/2015,1279438,PDT       ,19/05/2015,0,0,1,0,0,0
PL 1586/2015,1279436,PMDB      ,19/05/2015,0,0,0,0,1,0
PL 1584/2015,1279382,PT        ,19/05/2015,0,1,0,0,0,0
PL 1582/2015,1279371,PMDB      ,19/05/2015,0,0,0,0,1,0
PL 1581/2015,1279368,PR        ,19/05/2015,0,0,0,0,1,1
PL 1580/2015,1279362,PMDB      ,19/05/2015,0,1,0,0,0,0
PL 1578/2015,1279346,PSD       ,19/05/2015,0,0,0,0,1,0
PL 1576/2015,1279342,PSDB      ,19/05/2015,0,1,0,0,0,0
PL 1566/2015,1279135,PSD       ,15/05/2015,0,0,0,0,1,0
PL 1565/2015,1279134,PSD       ,15/05/2015,0,0,0,0,1,0
PL 1563/2015,1279073,PMDB      ,14/05/2015,0,0,1,0,0,0
PL 1560/2015,1279064,PV        ,14/05/2015,0,0,0,0,1,0
PL 1561/2015,1279065,PV        ,14/05/2015,0,0,0,0,1,0
PL 1559/2015,1279062,PV        ,14/05/2015,1,0,0,0,1,0
PL 1558/2015,1279060,PV        ,14/05/2015,0,0,0,0,1,0
PL 1554/2015,1279003,PDT       ,14/05/2015,0,0,1,0,0,0
PL 1550/2015,1278983,PSD       ,14/05/2015,0,0,0,0,1,0
PL 1548/2015,1278966,PV        ,14/05/2015,0,0,0,0,1,0
PL 1546/2015,1278949,PMDB      ,14/05/2015,0,0,0,0,1,0
PL 1541/2015,1278854,PHS       ,13/05/2015,0,0,1,0,0,0
PL 1535/2015,1278753,PSB       ,13/05/2015,0,0,1,0,1,0
PL 1532/2015,1278747,PT        ,13/05/2015,0,0,1,0,1,0
PL 1530/2015,1278738,DEM       ,13/05/2015,1,1,0,1,0,1
PL 1529/2015,1278737,PHS       ,13/05/2015,0,0,1,0,1,0
PL 1524/2015,1274045,PPS       ,13/05/2015,0,0,0,0,1,1
PL 1521/2015,1266744,PSB       ,13/05/2015,0,0,0,1,0,0
PL 1520/2015,1266724,PRB       ,13/05/2015,0,1,0,0,0,0
PL 1518/2015,1266687,PSB       ,13/05/2015,0,0,0,1,0,0
PL 1519/2015,1266698,PTC       ,13/05/2015,0,0,1,0,0,0
PL 1517/2015,1266632,PTB       ,13/05/2015,0,0,0,0,1,0
PL 1515/2015,1266610,PMN       ,13/05/2015,0,0,0,1,1,0
PL 1511/2015,1266576,PTC       ,13/05/2015,1,0,1,0,0,0
PL 1505/2015,1247432,PT        ,13/05/2015,0,0,0,1,0,0
PL 1504/2015,1247419,PR        ,13/05/2015,0,1,0,0,1,1
PL 1502/2015,1247399,SD        ,13/05/2015,0,0,0,1,0,0
PL 1501/2015,1247396,PSOL      ,13/05/2015,0,1,1,0,0,0
PL 1500/2015,1247388,PSD       ,12/05/2015,0,1,0,1,0,1
PL 1498/2015,1247338,PMDB      ,12/05/2015,0,0,1,0,0,0
PL 1497/2015,1247337,PMDB      ,12/05/2015,0,0,1,0,0,0
PL 1494/2015,1243913,PSD       ,12/05/2015,0,0,1,0,0,0
PL 1490/2015,1243813,PR        ,12/05/2015,0,0,1,0,1,0
PL 1489/2015,1243812,PR        ,12/05/2015,0,1,0,0,0,0
PL 1488/2015,1243802,PSD       ,12/05/2015,0,0,1,0,0,0
PL 1486/2015,1243781,PT        ,12/05/2015,0,0,1,0,1,0
PL 1483/2015,1243702,PMDB      ,12/05/2015,0,0,0,0,1,1
PL 1479/2015,1243679,PSDB      ,12/05/2015,0,0,1,0,1,0
PL 1478/2015,1243674,PR        ,12/05/2015,0,0,1,0,0,0
PL 1477/2015,1243653,PDT       ,11/05/2015,0,0,1,0,0,0
PL 1474/2015,1234218,PP        ,08/05/2015,0,0,0,0,1,0
PL 1473/2015,1234211,SD        ,08/05/2015,0,0,1,0,0,0
PL 1471/2015,1234188,PTN       ,08/05/2015,0,0,0,1,0,0
PL 1469/2015,1234094,PHS       ,08/05/2015,0,0,0,0,1,0
PL 1468/2015,1234069,PDT       ,07/05/2015,0,0,1,0,0,0
PL 1465/2015,1234065,SD        ,07/05/2015,0,0,0,0,1,0
PL 1464/2015,1234063,SD        ,07/05/2015,0,0,0,1,0,0
PL 1460/2015,1230375,PDT       ,07/05/2015,0,0,1,0,0,0
PL 1458/2015,1230326,PMDB      ,07/05/2015,0,1,0,0,0,0
PL 1451/2015,1230255,PSDB      ,07/05/2015,0,0,1,0,0,0
PL 1449/2015,1230244,PROS      ,07/05/2015,0,0,1,1,1,0
PL 1439/2015,1230139,PT        ,07/05/2015,0,0,1,0,0,0
PL 1440/2015,1230148,PSB       ,07/05/2015,0,1,0,0,1,1
PL 1438/2015,1230119,DEM       ,07/05/2015,0,1,0,0,1,0
PL 1437/2015,1230117,DEM       ,07/05/2015,0,0,1,1,0,0
PL 1433/2015,1230108,PP        ,07/05/2015,0,1,0,0,0,1
PL 1434/2015,1230109,PP        ,07/05/2015,0,1,0,0,0,1
PL 1431/2015,1230101,PDT       ,07/05/2015,0,0,1,0,1,0
PL 1430/2015,1230097,PTB       ,07/05/2015,0,1,0,0,0,0
PL 1429/2015,1230068,PMDB      ,07/05/2015,0,0,0,0,1,0
PL 1426/2015,1229928,PSDB      ,06/05/2015,0,0,0,1,0,0
PL 1419/2015,1229861,PSD       ,06/05/2015,0,1,0,0,0,0
PL 1417/2015,1229833,PSD       ,06/05/2015,0,0,0,1,1,0
PL 1416/2015,1229832,PSD       ,06/05/2015,0,0,1,0,0,0
PL 1415/2015,1229831,PSDB      ,06/05/2015,0,0,1,0,1,0
PL 1414/2015,1229823,PT        ,06/05/2015,0,0,1,1,0,0
PL 1413/2015,1229820,PT        ,06/05/2015,0,0,1,0,0,0
PL 1405/2015,1229712,SD        ,06/05/2015,0,0,0,0,1,0
PL 1397/2015,1229686,PT        ,06/05/2015,0,0,1,1,0,0
PL 1395/2015,1229681,PSDB      ,06/05/2015,0,0,0,1,1,0
PL 1392/2015,1229623,PP        ,06/05/2015,0,0,1,0,0,0
PL 1393/2015,1229642,PR        ,06/05/2015,0,0,0,1,0,0
PL 1388/2015,1229590,PSD       ,06/05/2015,0,1,0,1,0,0
PL 1386/2015,1229583,PRB       ,06/05/2015,0,0,0,1,0,0
PL 1383/2015,1229552,PR        ,06/05/2015,0,0,0,1,0,0
PL 1379/2015,1228901,PTC       ,05/05/2015,0,1,0,0,0,0
PL 1372/2015,1228858,PPS       ,05/05/2015,0,0,1,0,0,0
PL 1369/2015,1228801,PMDB      ,05/05/2015,0,0,1,1,0,0
PL 1368/2015,1228793,PSD       ,05/05/2015,0,0,1,0,0,0
PL 1366/2015,1228785,PSDB      ,05/05/2015,0,0,0,1,0,0
PL 1367/2015,1228787,PSDB      ,05/05/2015,0,1,0,0,0,0
PL 1365/2015,1228779,PSDB      ,05/05/2015,0,0,0,0,1,0
PL 1363/2015,1228745,PTC       ,05/05/2015,0,0,1,0,1,0
PL 1361/2015,1228727,PTB       ,05/05/2015,1,0,1,1,0,0
PL 1360/2015,1228722,SD        ,05/05/2015,0,0,0,1,0,0
PL 1358/2015,1228683,SD        ,05/05/2015,0,0,1,0,0,0
PL 1356/2015,1228640,PMDB      ,05/05/2015,0,0,0,0,1,0
PL 1354/2015,1228632,PTN       ,05/05/2015,0,0,0,1,0,0
PL 1351/2015,1228604,DEM       ,04/05/2015,0,1,0,0,0,0
PL 1350/2015,1228516,PSB       ,04/05/2015,0,1,0,0,0,0
PL 1349/2015,1228498,PT        ,04/05/2015,0,0,0,0,1,0
