nomeProposicao,idProposicao,partidoAutor,DataApresentacao,VirouLei,Administração e Políticas Públicas,Desenvolvimento Social e Urbano,Direitos e Justiça,Economia e Desenvolvimento Sustentável,Infraestrutura e Gestão de Recursos
PL 7021/2013,604997,PSD       ,19/12/2013,0,0,0,1,0,0
PL 7020/2013,604994,PRP       ,19/12/2013,0,0,0,0,1,0
PL 7017/2013,604974,PSC       ,18/12/2013,0,0,0,0,1,1
PL 7016/2013,604968,PMDB      ,18/12/2013,0,1,0,0,0,0
PL 7014/2013,604961,PROS      ,18/12/2013,0,0,1,0,0,0
PL 7004/2013,604881,PT        ,18/12/2013,0,1,0,1,0,1
PL 7003/2013,604879,PSD       ,18/12/2013,0,0,1,0,0,0
PL 7000/2013,604858,PRB       ,18/12/2013,0,0,0,1,0,0
PL 6997/2013,604829,PP        ,18/12/2013,0,1,0,0,0,0
PL 6999/2013,604844,PP        ,18/12/2013,1,0,0,1,1,0
PL 6998/2013,604836,PMDB      ,18/12/2013,1,0,0,1,0,0
PL 6996/2013,604828,PP        ,18/12/2013,0,0,0,1,0,0
PL 6990/2013,604751,PTB       ,17/12/2013,0,0,0,1,0,0
PL 6986/2013,604717,PROS      ,17/12/2013,0,0,1,0,0,0
PL 6987/2013,604718,PROS      ,17/12/2013,0,0,1,0,0,0
PL 6983/2013,604657,PSDB      ,17/12/2013,0,0,1,0,0,0
PL 6985/2013,604703,PMDB      ,17/12/2013,0,0,1,0,0,0
PL 6982/2013,604642,PT        ,17/12/2013,0,0,0,1,0,0
PL 6978/2013,604626,PDT       ,17/12/2013,0,0,0,1,0,0
PL 6979/2013,604627,PT        ,17/12/2013,0,0,1,0,0,0
PL 6971/2013,604563,PR        ,17/12/2013,0,0,1,0,0,0
PL 6967/2013,604518,SDD       ,16/12/2013,0,0,0,1,0,0
PL 6960/2013,604444,PT        ,13/12/2013,0,1,0,0,0,0
PL 6957/2013,604438,PMDB      ,13/12/2013,0,0,1,0,0,0
PL 6952/2013,604336,PR        ,12/12/2013,0,0,1,0,0,0
PL 6953/2013,604337,PR        ,12/12/2013,0,0,1,0,0,0
PL 6951/2013,604329,PTB       ,12/12/2013,0,0,1,0,0,0
PL 6948/2013,604295,PRB       ,12/12/2013,0,0,1,0,1,0
PL 6947/2013,604255,PSB       ,12/12/2013,0,0,0,0,1,0
PL 6946/2013,604215,PSB       ,11/12/2013,0,1,0,0,0,1
PL 6945/2013,604214,PT        ,11/12/2013,0,0,1,0,0,0
PL 6941/2013,604147,PSDB      ,11/12/2013,0,0,1,0,0,0
PL 6942/2013,604156,DEM       ,11/12/2013,0,0,0,0,1,1
PL 6937/2013,604128,DEM       ,11/12/2013,0,1,0,0,0,1
PL 6936/2013,604125,PRB       ,11/12/2013,0,1,0,0,0,0
PL 6932/2013,604077,PSB       ,11/12/2013,0,0,1,1,0,0
PL 6931/2013,604075,PSB       ,11/12/2013,0,0,1,0,0,0
PL 6929/2013,604014,PT        ,11/12/2013,0,0,1,0,0,0
PL 6926/2013,603944,PSB       ,10/12/2013,0,1,0,0,0,0
PL 6924/2013,603935,PSB       ,10/12/2013,0,0,1,0,0,0
PL 6921/2013,603920,PMDB      ,10/12/2013,0,1,0,1,0,0
PL 6918/2013,603895,PTB       ,10/12/2013,0,0,0,0,1,0
PL 6919/2013,603896,PTB       ,10/12/2013,0,1,0,0,0,1
PL 6916/2013,603892,PMN       ,10/12/2013,0,0,1,0,0,0
PL 6917/2013,603893,DEM       ,10/12/2013,0,0,1,0,0,0
PL 6914/2013,603890,PMN       ,10/12/2013,0,0,1,0,0,0
PL 6915/2013,603891,PMN       ,10/12/2013,0,0,1,0,0,0
PL 6913/2013,603889,PMN       ,10/12/2013,0,0,1,1,0,0
PL 6912/2013,603784,PMDB      ,10/12/2013,0,0,0,0,1,0
PL 6908/2013,603722,PDT       ,10/12/2013,0,0,0,0,1,0
PL 6910/2013,603729,PROS      ,10/12/2013,0,0,1,0,0,0
PL 6907/2013,603688,PSD       ,09/12/2013,0,0,1,0,0,0
PL 6904/2013,603565,PV        ,06/12/2013,0,0,0,0,1,1
PL 6896/2013,603360,PDT       ,04/12/2013,0,0,0,0,1,0
PL 6895/2013,603335,PSB       ,04/12/2013,0,0,0,1,0,0
PL 6889/2013,603315,PT        ,04/12/2013,0,0,1,0,0,0
PL 6886/2013,603291,PT        ,04/12/2013,0,0,0,0,1,0
PL 6884/2013,603208,PT        ,04/12/2013,0,0,1,0,0,0
PL 6882/2013,603198,PT        ,04/12/2013,0,1,0,0,0,0
PL 6878/2013,603170,PT        ,04/12/2013,0,0,0,0,1,0
PL 6877/2013,603145,PT        ,04/12/2013,0,0,1,0,0,0
PL 6876/2013,603122,PMDB      ,04/12/2013,0,0,0,0,1,0
PL 6871/2013,602968,PSDB      ,03/12/2013,0,0,0,1,0,0
PL 6870/2013,602967,PRB       ,03/12/2013,0,0,1,0,0,0
PL 6869/2013,602907,PMDB      ,03/12/2013,0,1,0,0,0,0
PL 6866/2013,602870,PSB       ,03/12/2013,0,1,0,0,0,0
PL 6865/2013,602865,PSC       ,03/12/2013,0,0,1,0,0,0
PL 6863/2013,602857,PP        ,03/12/2013,0,0,1,0,0,0
PL 6862/2013,602847,PSD       ,03/12/2013,0,0,0,1,0,0
PL 6861/2013,602827,PT        ,03/12/2013,0,0,0,1,1,0
PL 6859/2013,602801,PT        ,02/12/2013,0,0,1,0,0,0
PL 6854/2013,602755,PSDB      ,29/11/2013,1,0,0,1,0,0
PL 6856/2013,602757,PT        ,29/11/2013,1,0,1,0,0,0
PL 6852/2013,602729,DEM       ,29/11/2013,1,0,1,0,0,0
PL 6845/2013,602589,PSB       ,28/11/2013,0,0,1,0,0,0
PL 6843/2013,602575,PROS      ,28/11/2013,0,0,0,0,1,0
PL 6838/2013,602523,PSD       ,27/11/2013,0,1,0,0,0,0
PL 6833/2013,602274,PP        ,26/11/2013,0,0,0,0,1,0
PL 6831/2013,602238,PP        ,26/11/2013,0,0,0,1,0,0
PL 6824/2013,602114,PV        ,26/11/2013,0,0,0,0,1,0
PL 6825/2013,602115,PV        ,26/11/2013,0,0,0,1,0,0
PL 6830/2013,602162,PMDB      ,26/11/2013,0,0,1,0,1,0
PL 6818/2013,602021,PT        ,25/11/2013,0,0,0,1,1,1
PL 6817/2013,602018,PMDB      ,25/11/2013,0,0,1,0,0,0
PL 6820/2013,602029,PSC       ,25/11/2013,0,0,0,0,1,0
PL 6813/2013,601955,PMDB      ,22/11/2013,0,0,1,0,0,0
PL 6812/2013,601954,PMDB      ,22/11/2013,0,0,1,0,0,0
PL 6810/2013,601951,PV        ,22/11/2013,0,0,0,0,1,0
PL 6808/2013,601913,PT        ,21/11/2013,0,1,0,0,0,0
PL 6811/2013,601952,PV        ,22/11/2013,0,0,0,0,1,0
PL 6807/2013,601892,PMDB      ,21/11/2013,0,0,1,0,0,0
PL 6806/2013,601877,PDT       ,21/11/2013,0,1,0,0,0,0
PL 6804/2013,601875,PDT       ,21/11/2013,0,0,1,0,0,0
PL 6801/2013,601820,PSB       ,21/11/2013,0,0,1,0,0,0
PL 6797/2013,601727,PTB       ,20/11/2013,0,0,1,0,0,0
PL 6795/2013,601682,PPS       ,20/11/2013,0,0,1,0,0,0
PL 6792/2013,601670,PT        ,20/11/2013,0,0,1,0,0,0
PL 6793/2013,601671,PT        ,20/11/2013,0,0,1,0,1,1
PL 6783/2013,601607,PROS      ,20/11/2013,0,1,0,0,0,1
PL 6780/2013,601530,PSB       ,20/11/2013,0,0,1,0,0,0
PL 6778/2013,601471,PSB       ,20/11/2013,0,1,0,0,1,1
PL 6779/2013,601476,PSDB      ,20/11/2013,0,0,0,0,1,0
PL 6776/2013,601345,PMDB      ,19/11/2013,0,0,0,1,0,0
PL 6773/2013,601323,PDT       ,19/11/2013,0,0,0,1,0,0
PL 6771/2013,601300,DEM       ,19/11/2013,0,0,0,0,1,0
PL 6770/2013,601282,PSD       ,19/11/2013,0,0,1,0,1,0
PL 6769/2013,601236,PT        ,19/11/2013,0,0,1,0,0,0
PL 6763/2013,601044,PR        ,14/11/2013,0,0,1,0,0,0
PL 6762/2013,601020,PROS      ,14/11/2013,0,0,1,0,0,0
PL 6758/2013,600880,PSB       ,13/11/2013,0,1,0,0,0,0
PL 6757/2013,600812,PMDB      ,13/11/2013,0,0,1,0,0,0
PL 6756/2013,600739,PSB       ,13/11/2013,0,0,1,0,0,0
PL 6751/2013,600606,PSDB      ,12/11/2013,0,1,0,0,0,0
PL 6754/2013,600672,PSDB      ,13/11/2013,1,0,1,0,0,0
PL 6750/2013,600601,PTB       ,12/11/2013,0,0,0,0,1,0
PL 6749/2013,600600,PTB       ,12/11/2013,0,0,1,1,0,0
PL 6748/2013,600498,PDT       ,12/11/2013,0,0,1,0,0,0
PL 6747/2013,600444,PT        ,12/11/2013,0,0,0,0,1,0
PL 6741/2013,600333,PV        ,11/11/2013,0,1,0,0,0,0
PL 6736/2013,600166,PTdoB     ,07/11/2013,0,0,0,1,0,0
PL 6734/2013,600145,PMDB      ,07/11/2013,0,0,0,0,1,0
PL 6733/2013,600144,PMDB      ,07/11/2013,0,0,1,0,0,0
PL 6732/2013,600140,PMDB      ,07/11/2013,0,0,0,1,0,0
PL 6728/2013,600129,PSD       ,07/11/2013,0,0,0,0,1,0
PL 6729/2013,600130,PSD       ,07/11/2013,0,0,0,0,1,0
PL 6726/2013,600101,DEM       ,07/11/2013,0,0,0,0,1,1
PL 6727/2013,600102,DEM       ,07/11/2013,1,1,0,0,0,0
PL 6718/2013,599990,PTB       ,06/11/2013,0,0,1,0,0,0
PL 6713/2013,599910,PSD       ,06/11/2013,0,0,0,1,0,0
PL 6711/2013,599812,PSC       ,06/11/2013,0,0,1,0,0,0
PL 6712/2013,599879,PT        ,06/11/2013,0,1,0,0,0,1
PL 6710/2013,599790,PTB       ,06/11/2013,0,0,0,0,1,0
PL 6707/2013,599715,PDT       ,06/11/2013,0,0,0,1,0,0
PL 6706/2013,599674,SDD       ,05/11/2013,0,1,0,0,0,0
PL 6704/2013,599620,PSB       ,05/11/2013,0,0,1,0,0,0
PL 6702/2013,599605,PP        ,05/11/2013,0,0,1,0,0,0
PL 6705/2013,599639,PTB       ,05/11/2013,1,0,0,1,0,0
PL 6700/2013,599550,PMDB      ,05/11/2013,0,0,1,0,0,0
PL 6699/2013,599535,DEM       ,05/11/2013,1,0,1,0,0,0
PL 6696/2013,599515,PSB       ,05/11/2013,0,0,0,1,0,0
PL 6694/2013,599500,PTB       ,05/11/2013,0,0,1,0,0,0
PL 6695/2013,599512,PMDB      ,05/11/2013,0,1,0,0,1,0
PL 6691/2013,599478,PV        ,05/11/2013,1,0,1,0,0,0
PL 6690/2013,599457,DEM       ,05/11/2013,0,0,0,1,0,0
PL 6686/2013,599376,PCdoB     ,05/11/2013,0,0,1,0,0,0
PL 6685/2013,599284,PSDB      ,01/11/2013,0,0,1,0,0,0
PL 6682/2013,599135,PSOL      ,31/10/2013,0,0,1,0,0,0
PL 6680/2013,599132,PP        ,31/10/2013,0,0,1,1,0,0
PL 6678/2013,599123,PMDB      ,31/10/2013,0,0,1,0,0,0
PL 6677/2013,599106,SDD       ,31/10/2013,0,0,0,0,1,0
PL 6668/2013,598957,PSDB      ,30/10/2013,0,0,1,0,0,0
PL 6658/2013,598720,PSD       ,30/10/2013,0,0,1,1,0,0
PL 6654/2013,598603,PDT       ,30/10/2013,0,0,0,1,0,0
PL 6653/2013,598579,PR        ,30/10/2013,0,0,0,1,0,0
PL 6651/2013,598409,PSD       ,29/10/2013,0,0,0,1,1,0
PL 6652/2013,598451,PTB       ,29/10/2013,0,0,1,0,0,0
PL 6650/2013,598401,PMDB      ,29/10/2013,0,0,1,0,0,0
PL 6649/2013,598391,PSC       ,29/10/2013,0,0,1,0,0,0
PL 6648/2013,598369,PTB       ,29/10/2013,1,0,0,1,0,0
PL 6647/2013,598267,PTB       ,29/10/2013,0,0,0,0,1,0
PL 6638/2013,598169,PMDB      ,24/10/2013,0,0,1,0,0,0
PL 6636/2013,598088,PROS      ,24/10/2013,0,0,0,1,0,0
PL 6635/2013,598058,PPS       ,23/10/2013,0,0,0,0,1,0
PL 6634/2013,598053,PSDB      ,23/10/2013,0,1,0,0,0,0
PL 6633/2013,598052,PSDB      ,23/10/2013,0,1,0,0,0,1
PL 6632/2013,598051,PSDB      ,23/10/2013,0,1,0,0,0,0
PL 6631/2013,598047,PDT       ,23/10/2013,0,1,0,0,0,0
PL 6630/2013,598038,PSB       ,23/10/2013,0,0,0,1,0,0
PL 6628/2013,598031,PROS      ,23/10/2013,0,0,1,0,0,0
PL 6624/2013,598003,PMDB      ,23/10/2013,1,0,1,0,0,0
PL 6623/2013,598002,PMDB      ,23/10/2013,1,0,1,0,0,0
PL 6621/2013,597911,PSB       ,23/10/2013,0,0,1,1,0,0
PL 6610/2013,597742,PSD       ,22/10/2013,0,0,1,0,0,0
PL 6609/2013,597734,PSC       ,22/10/2013,0,0,1,0,0,0
PL 6608/2013,597731,PTB       ,22/10/2013,0,0,1,0,0,0
PL 6606/2013,597720,PR        ,22/10/2013,0,0,1,0,0,0
PL 6607/2013,597728,PRB       ,22/10/2013,0,0,1,0,0,0
PL 6605/2013,597692,PV        ,22/10/2013,0,0,0,0,1,0
PL 6603/2013,597605,PMDB      ,22/10/2013,0,0,1,0,0,0
PL 6596/2013,597238,PMDB      ,17/10/2013,0,0,1,0,0,0
PL 6597/2013,597239,PMDB      ,17/10/2013,0,0,1,0,0,0
PL 6594/2013,597162,PROS      ,17/10/2013,0,1,0,0,0,0
PL 6592/2013,597137,PSDB      ,16/10/2013,0,0,0,0,1,1
PL 6591/2013,597121,PR        ,16/10/2013,0,0,1,0,0,0
PL 6588/2013,597070,PTdoB     ,16/10/2013,0,0,1,0,0,0
PL 6590/2013,597101,PSDB      ,16/10/2013,0,0,0,0,1,0
PL 6589/2013,597072,PT        ,16/10/2013,0,0,1,0,1,0
PL 6576/2013,596838,PDT       ,16/10/2013,1,0,0,1,1,0
PL 6579/2013,596844,PP        ,16/10/2013,0,0,0,1,0,0
PL 6572/2013,596534,PPS       ,15/10/2013,0,0,1,0,0,0
PL 6570/2013,596517,PSB       ,15/10/2013,0,0,1,1,0,0
PL 6564/2013,596208,PP        ,11/10/2013,0,0,0,1,0,0
PL 6566/2013,596256,PT        ,14/10/2013,1,1,1,0,0,0
PL 6562/2013,596141,PT        ,10/10/2013,0,0,1,0,0,0
PL 6554/2013,596035,PT        ,10/10/2013,0,0,1,0,0,0
PL 6553/2013,596015,PROS      ,10/10/2013,0,0,0,0,1,0
PL 6552/2013,596005,PMDB      ,09/10/2013,0,0,0,0,1,0
PL 6547/2013,595973,SDD       ,09/10/2013,0,1,0,1,0,0
PL 6548/2013,595985,PP        ,09/10/2013,0,1,0,0,1,1
PL 6544/2013,595910,PT        ,09/10/2013,0,0,1,0,0,0
PL 6542/2013,595888,PSDB      ,09/10/2013,0,0,1,0,0,0
PL 6540/2013,595872,DEM       ,09/10/2013,0,0,0,0,1,0
PL 6537/2013,595868,DEM       ,09/10/2013,0,0,1,0,1,0
PL 6533/2013,595808,PT        ,09/10/2013,0,0,1,0,0,0
PL 6531/2013,595746,PT        ,09/10/2013,0,0,0,0,1,0
PL 6529/2013,595690,PSB       ,09/10/2013,0,0,1,0,0,0
PL 6528/2013,595562,PMDB      ,08/10/2013,0,0,1,0,0,0
PL 6527/2013,595561,PMDB      ,08/10/2013,0,0,0,1,0,0
PL 6526/2013,595538,PP        ,08/10/2013,1,0,1,0,0,0
PL 6524/2013,595519,PCdoB     ,08/10/2013,0,0,1,0,0,0
PL 6520/2013,595473,PMN       ,08/10/2013,0,0,1,0,0,0
PL 6521/2013,595491,PRB       ,08/10/2013,1,0,1,0,0,0
PL 6517/2013,595454,PDT       ,08/10/2013,1,0,1,0,0,0
PL 6514/2013,595398,PSDB      ,08/10/2013,0,0,1,0,0,0
PL 6516/2013,595450,PSD       ,08/10/2013,0,0,0,0,1,1
PL 6515/2013,595433,PT        ,08/10/2013,0,0,0,0,1,1
PL 6512/2013,595396,PT        ,08/10/2013,0,0,1,0,0,0
PL 6513/2013,595397,PSDB      ,08/10/2013,0,0,1,0,0,0
PL 6509/2013,595269,PP        ,04/10/2013,0,0,1,1,0,0
PL 6502/2013,595202,PT        ,03/10/2013,0,0,1,1,1,0
PL 6499/2013,595180,PV        ,03/10/2013,0,1,0,0,0,0
PL 6501/2013,595186,PSOL      ,03/10/2013,0,1,0,0,0,0
PL 6500/2013,595185,PSOL      ,03/10/2013,0,1,0,0,0,0
PL 6497/2013,595142,PSC       ,03/10/2013,0,0,1,0,0,0
PL 6491/2013,594527,PR        ,02/10/2013,0,0,1,0,0,0
PL 6493/2013,595133,PROS      ,03/10/2013,0,1,0,0,0,0
PL 6490/2013,594508,PSD       ,02/10/2013,0,0,1,0,0,0
PL 6488/2013,594494,PSDB      ,02/10/2013,0,0,0,1,0,0
PL 6487/2013,594480,PT        ,02/10/2013,0,0,0,1,0,0
PL 6486/2013,594458,PSDB      ,02/10/2013,0,0,0,1,0,0
PL 6485/2013,594424,PSDB      ,02/10/2013,0,0,1,0,1,0
PL 6484/2013,594356,PPS       ,02/10/2013,0,1,0,1,0,1
PL 6481/2013,594310,PSDB      ,02/10/2013,0,0,0,1,0,0
PL 6477/2013,594288,PSB       ,02/10/2013,0,0,1,0,0,0
PL 6476/2013,594277,S.PART.   ,01/10/2013,0,0,0,1,0,0
PL 6475/2013,594251,DEM       ,01/10/2013,0,0,0,1,0,0
PL 6472/2013,594247,PMDB      ,01/10/2013,0,0,0,1,0,0
PL 6470/2013,594235,PSDB      ,01/10/2013,0,0,0,1,0,0
PL 6465/2013,594128,PMDB      ,01/10/2013,0,0,0,1,0,0
PL 6463/2013,594084,PT        ,01/10/2013,0,1,0,0,0,0
PL 6464/2013,594098,PT        ,01/10/2013,0,0,1,0,0,0
PL 6462/2013,594081,PCdoB     ,01/10/2013,0,0,1,0,0,0
PL 6459/2013,594069,PP        ,01/10/2013,1,0,0,0,1,0
PL 6457/2013,594052,PR        ,01/10/2013,0,0,1,0,0,0
PL 6456/2013,594031,PT        ,01/10/2013,0,0,1,0,0,0
PL 6454/2013,594000,PCdoB     ,01/10/2013,0,1,0,0,0,0
PL 6452/2013,593980,PSC       ,01/10/2013,0,0,0,0,1,0
PL 6446/2013,593856,PMDB      ,27/09/2013,1,0,0,1,0,0
PL 6444/2013,593789,PV        ,26/09/2013,0,1,0,0,1,0
PL 6445/2013,593806,PMDB      ,26/09/2013,0,1,0,0,0,0
PL 6440/2013,593718,PSC       ,26/09/2013,0,0,1,0,0,0
PL 6439/2013,593713,PSB       ,26/09/2013,0,0,1,0,0,0
PL 6435/2013,593697,DEM       ,26/09/2013,0,1,0,0,1,0
PL 6433/2013,593637,PR        ,25/09/2013,1,0,0,1,0,0
PL 6431/2013,593616,PMDB      ,25/09/2013,0,0,0,1,1,0
PL 6429/2013,593611,PSDB      ,25/09/2013,0,0,0,0,1,0
PL 6426/2013,593589,PMDB      ,25/09/2013,0,0,0,1,0,0
PL 6425/2013,593586,PMDB      ,25/09/2013,0,1,1,0,0,0
PL 6424/2013,593498,PT        ,25/09/2013,0,0,0,1,0,0
PL 6421/2013,593416,PSD       ,25/09/2013,0,0,1,0,0,0
PL 6420/2013,593386,PR        ,25/09/2013,0,1,0,0,0,0
PL 6419/2013,593385,PR        ,25/09/2013,0,0,1,0,0,0
PL 6414/2013,593181,DEM       ,24/09/2013,0,0,0,1,0,0
PL 6413/2013,593175,PSB       ,24/09/2013,0,0,1,0,0,0
PL 6411/2013,593145,PMDB      ,24/09/2013,0,0,1,0,0,0
PL 6409/2013,593090,PP        ,24/09/2013,0,0,1,0,0,0
PL 6408/2013,593087,PT        ,24/09/2013,0,0,0,0,1,0
PL 6402/2013,592985,PSDB      ,24/09/2013,0,0,0,0,1,1
PL 6400/2013,592962,PSDB      ,23/09/2013,0,0,1,0,0,0
PL 6401/2013,592980,PEN       ,24/09/2013,0,0,0,1,0,0
PL 6397/2013,592935,PMDB      ,20/09/2013,1,1,0,0,0,0
PL 6396/2013,592896,PTB       ,19/09/2013,0,0,1,0,0,0
PL 6391/2013,592786,PSDB      ,19/09/2013,0,0,1,0,1,1
PL 6389/2013,592778,PMN       ,19/09/2013,0,0,1,0,0,0
PL 6388/2013,592773,PSB       ,19/09/2013,0,0,0,0,1,0
PL 6386/2013,592760,PSB       ,19/09/2013,0,1,0,0,0,0
PL 6384/2013,592584,PSDB      ,18/09/2013,0,1,0,0,0,0
PL 6380/2013,592545,PSD       ,18/09/2013,0,0,1,0,0,0
PL 6378/2013,592522,PEN       ,18/09/2013,0,0,0,1,0,0
PL 6377/2013,592499,PSC       ,18/09/2013,0,0,1,0,1,0
PL 6376/2013,592498,PSC       ,18/09/2013,0,0,0,1,0,0
PL 6374/2013,592472,PTdoB     ,18/09/2013,0,0,0,1,0,0
PL 6372/2013,592451,PMDB      ,18/09/2013,0,1,0,0,0,0
PL 6368/2013,592436,PP        ,18/09/2013,0,0,1,0,0,0
PL 6366/2013,592400,PSDB      ,18/09/2013,0,0,0,0,1,0
PL 6364/2013,592367,PR        ,18/09/2013,0,0,1,0,0,0
PL 6363/2013,592362,PV        ,18/09/2013,0,0,0,1,0,0
PL 6362/2013,592339,PMDB      ,18/09/2013,0,0,0,0,1,1
PL 6361/2013,592333,PP        ,18/09/2013,0,0,1,0,0,0
PL 6360/2013,592208,PT        ,17/09/2013,1,0,1,0,0,0
PL 6358/2013,592146,PDT       ,17/09/2013,0,0,1,0,1,0
PL 6356/2013,592128,PR        ,17/09/2013,0,0,0,0,1,0
PL 6355/2013,592127,PR        ,17/09/2013,0,0,0,1,0,0
PL 6354/2013,592126,PR        ,17/09/2013,0,0,1,0,0,0
PL 6350/2013,591932,PDT       ,13/09/2013,1,0,1,1,0,0
PL 6345/2013,591877,PSC       ,12/09/2013,0,1,0,0,0,1
PL 6343/2013,591864,PP        ,12/09/2013,0,1,0,0,1,0
PL 6342/2013,591863,PP        ,12/09/2013,0,0,1,0,0,0
PL 6341/2013,591855,PDT       ,12/09/2013,0,0,0,0,1,0
PL 6338/2013,591826,PP        ,12/09/2013,0,0,1,0,0,0
PL 6331/2013,591775,DEM       ,12/09/2013,0,1,1,0,0,0
PL 6332/2013,591777,DEM       ,12/09/2013,0,1,0,0,0,0
PL 6324/2013,591663,PT        ,11/09/2013,0,0,0,0,1,0
PL 6323/2013,591660,PSD       ,11/09/2013,0,0,0,1,0,0
PL 6321/2013,591569,PMDB      ,11/09/2013,0,0,0,0,1,0
PL 6318/2013,591409,PT        ,11/09/2013,0,0,0,0,1,0
PL 6312/2013,591261,PSDB      ,10/09/2013,0,0,0,0,1,0
PL 6311/2013,591257,PSDB      ,10/09/2013,0,0,0,0,1,0
PL 6310/2013,591256,PSDB      ,10/09/2013,0,0,0,0,1,0
PL 6308/2013,591210,PSB       ,10/09/2013,0,0,1,0,0,0
PL 6306/2013,591168,PPS       ,10/09/2013,0,1,0,0,0,0
PL 6305/2013,591166,PDT       ,10/09/2013,0,1,0,0,0,0
PL 6304/2013,591155,PMDB      ,10/09/2013,0,1,0,0,1,0
PL 6300/2013,591068,PSD       ,09/09/2013,0,0,0,0,1,0
PL 6298/2013,591033,PSDB      ,06/09/2013,0,1,0,0,0,0
PL 6288/2013,590967,PMDB      ,05/09/2013,0,0,0,1,0,0
PL 6286/2013,590911,PT        ,05/09/2013,0,1,0,0,0,0
PL 6285/2013,590903,PT        ,05/09/2013,0,0,0,0,1,0
PL 6282/2013,590885,DEM       ,05/09/2013,0,0,0,1,1,0
PL 6280/2013,590881,PDT       ,05/09/2013,0,0,0,1,0,0
PL 6278/2013,590864,PSD       ,05/09/2013,0,0,1,0,1,0
PL 6272/2013,590814,PR        ,04/09/2013,0,0,1,0,0,0
PL 6265/2013,590746,PSD       ,04/09/2013,0,0,0,1,0,0
PL 6264/2013,590686,PSD       ,04/09/2013,0,1,0,0,0,0
PL 6263/2013,590683,PSD       ,04/09/2013,0,1,0,0,0,0
PL 6262/2013,590549,PPS       ,04/09/2013,0,0,1,0,0,0
PL 6259/2013,590387,PSB       ,04/09/2013,0,1,0,0,1,0
PL 6258/2013,590386,PSB       ,04/09/2013,0,0,0,1,0,0
PL 6257/2013,590385,PSB       ,04/09/2013,0,0,1,0,0,0
PL 6256/2013,590384,PSB       ,04/09/2013,0,0,1,0,1,1
PL 6254/2013,590382,PSB       ,04/09/2013,0,0,1,0,1,0
PL 6251/2013,590255,DEM       ,03/09/2013,0,1,1,0,0,0
PL 6241/2013,589994,PSD       ,02/09/2013,0,0,0,1,0,0
PL 6239/2013,589981,PT        ,30/08/2013,0,0,1,0,0,0
PL 6238/2013,589975,PSDB      ,30/08/2013,0,0,0,0,1,0
PL 6228/2013,589897,PMDB      ,29/08/2013,0,0,1,0,1,0
PL 6227/2013,589896,PMDB      ,29/08/2013,0,0,1,0,0,0
PL 6226/2013,589874,PSC       ,29/08/2013,1,0,1,0,0,0
PL 6225/2013,589873,PSC       ,29/08/2013,0,0,0,0,1,0
PL 6222/2013,589869,PSC       ,29/08/2013,0,0,1,0,0,0
PL 6221/2013,589867,PSC       ,29/08/2013,1,0,1,0,0,0
PL 6217/2013,589757,PP        ,29/08/2013,0,0,1,0,0,0
PL 6215/2013,589690,PV        ,28/08/2013,1,0,1,0,0,0
PL 6213/2013,589671,DEM       ,28/08/2013,0,1,0,0,0,0
PL 6210/2013,589649,DEM       ,28/08/2013,0,1,0,0,0,0
PL 6209/2013,589648,DEM       ,28/08/2013,0,0,1,0,0,0
PL 6208/2013,589645,PPS       ,28/08/2013,0,0,1,0,0,0
PL 6200/2013,589545,PT        ,28/08/2013,0,1,0,0,0,1
PL 6197/2013,589422,PMDB      ,27/08/2013,0,0,1,0,0,0
PL 6193/2013,589359,PMDB      ,27/08/2013,0,0,1,0,0,0
PL 6189/2013,589194,PTB       ,27/08/2013,0,0,0,0,1,0
PL 6185/2013,589058,PT        ,26/08/2013,0,1,0,0,0,0
PL 6182/2013,588954,PT        ,23/08/2013,1,0,0,1,0,0
PL 6183/2013,588955,PTB       ,23/08/2013,0,0,0,1,0,0
PL 6178/2013,588949,PDT       ,23/08/2013,0,0,1,0,0,0
PL 6173/2013,588881,PR        ,22/08/2013,0,0,1,0,0,0
PL 6172/2013,588880,PR        ,22/08/2013,0,0,1,0,0,0
PL 6171/2013,588841,PSL       ,22/08/2013,0,0,1,0,0,0
PL 6169/2013,588803,PSDB      ,22/08/2013,0,1,1,0,0,0
PL 6167/2013,588799,PSDB      ,22/08/2013,0,0,0,0,1,0
PL 6164/2013,588788,PSB       ,22/08/2013,1,0,1,0,0,0
PL 6163/2013,588779,PT        ,22/08/2013,0,0,0,1,0,0
PL 6162/2013,588762,DEM       ,22/08/2013,0,0,1,0,1,0
PL 6161/2013,588761,DEM       ,22/08/2013,0,1,0,0,0,1
PL 6159/2013,588759,DEM       ,22/08/2013,0,1,0,0,1,1
PL 6157/2013,588733,PSDB      ,22/08/2013,0,0,0,0,1,0
PL 6154/2013,588689,PR        ,21/08/2013,0,0,1,0,0,0
PL 6150/2013,588677,PMDB      ,21/08/2013,1,0,1,0,0,0
PL 6149/2013,588657,PT        ,21/08/2013,0,0,1,0,0,0
PL 6145/2013,588611,PDT       ,21/08/2013,0,0,0,1,0,0
PL 6143/2013,588505,PMDB      ,21/08/2013,0,0,1,0,1,0
PL 6140/2013,588374,PP        ,21/08/2013,0,0,1,0,0,0
PL 6139/2013,588349,PSOL      ,21/08/2013,1,0,1,1,0,0
PL 6137/2013,588296,PSB       ,21/08/2013,1,0,1,0,0,0
PL 6136/2013,588292,PEN       ,21/08/2013,0,0,0,0,1,1
